literature_id,reaction_id,inhibitor_name,parameter_type,value,unit,error_margin,thermodynamics
PMID32930481,reaction_1,14a,percent_inhibition,45.0,%,,
PMID32930481,reaction_1,14d,ic50,14.0,µM,± 1,
PMID32930481,reaction_1,14h,ic50,2.9,µM,± 0.2,
PMID32930481,reaction_1,14j,ic50,32.0,µM,± 2,
PMID32930481,reaction_1,14k,ic50,4.9,µM,± 0.3,
PMID32930481,reaction_1,14l,ic50,4.5,µM,± 0.4,
PMID32930481,reaction_1,17,percent_inhibition,55.0,%,,
PMID32930481,reaction_2,2a,ic50,6.9,µM,± 0.7,
PMID32930481,reaction_2,2c,percent_inhibition,60.0,%,,
PMID32930481,reaction_2,2f,percent_inhibition,67.0,%,,
PMID32930481,reaction_2,2g,percent_inhibition,73.0,%,,
PMID32930481,reaction_2,2i,ic50,15.0,µM,± 2,
PMID32930481,reaction_2,2n,ic50,42.0,µM,± 6,
PMID32930481,reaction_2,2p,ic50,7.5,µM,± 0.6,
PMID32930481,reaction_2,2r,ic50,10.0,µM,± 2,
PMID32930481,reaction_2,2s,ic50,10.0,µM,± 1,
PMID32930481,reaction_2,2t,percent_inhibition,87.0,%,,
PMID32930481,reaction_2,14h,ic50,7.6,µM,± 0.2,
PMID32930481,reaction_2,14k,ic50,57.0,µM,± 1,
PMID32931912,reaction_1,"Mycophenolic acid (MPA, 7)",ki,9.3,µM,,
PMID32931912,reaction_1,Compound 8,ki,0.046,µM,± 0.013,
PMID32931912,reaction_1,Compound 9,ki,0.041,µM,± 0.010,
PMID32931912,reaction_1,Compound 10,ki,0.016,µM,± 0.007,
PMID32931912,reaction_1,Compound 11,ki,0.681,µM,± 0.143,
PMID32931912,reaction_1,Compound 12,ki,0.042,µM,± 0.02,
PMID32931912,reaction_1,Compound 13,ki,0.18,µM,± 0.06,
PMID32931912,reaction_1,Compound 14,ki,0.151,µM,± 0.04,
PMID32931912,reaction_1,Compound 15,ki,0.11,µM,,
PMID32931912,reaction_1,Compound 16,ki,0.87,µM,± 0.13,
PMID32931912,reaction_1,Compound 17,ki,1.7,µM,,
PMID32931912,reaction_1,Compound 18,ki,0.06,µM,± 0.01,
PMID32931912,reaction_1,Compound 31a,ki,0.57,µM,,
PMID32931912,reaction_1,Compound 31b,ki,0.066,µM,± 0.023,
PMID32931912,reaction_1,Compound 38,ki,0.405,µM,± 0.176,
PMID32931912,reaction_1,Compound 42a,ki,0.48,µM,,
PMID32931912,reaction_1,Compound 42b,ki,0.45,µM,± 0.13,
PMID32931912,reaction_1,Compound 44,ki,2.8,µM,,
PMID32931912,reaction_2,"Mycophenolic acid (MPA, 7)",ki,7.0,nM,,
PMID32931912,reaction_2,Compound 8,ki,0.35,µM,± 0.09,
PMID32931912,reaction_2,Compound 9,ki,0.34,µM,± 0.11,
PMID32931912,reaction_2,Compound 10,ki,0.23,µM,± 0.08,
PMID32931912,reaction_2,Compound 12,ki,0.13,µM,± 0.05,
PMID32931912,reaction_2,Compound 13,ki,0.27,µM,,
PMID32931912,reaction_2,Compound 14,ki,0.4,µM,,
PMID32931912,reaction_2,Compound 15,ki,0.35,µM,,
PMID32931912,reaction_2,Compound 31a,ki,1.4,µM,,
PMID32931912,reaction_2,Compound 31b,ki,0.46,µM,± 0.28,
PMID32931912,reaction_2,Compound 38,ki,0.87,µM,,
PMID32931912,reaction_2,Compound 42a,ki,0.55,µM,,
PMID32931912,reaction_2,Compound 42b,ki,0.29,µM,,
PMID32931912,reaction_2,Compound 44,ki,0.8,µM,,
PMID32931912,reaction_3,Compound 10,ki,0.06,µM,,
PMID32966327,reaction_1,succinic semialdehyde,ki,0.8,mM,± 0.2,
PMID32966327,reaction_2,succinic semialdehyde,ki,0.052,mM,± 0.004,
PMID32972135,reaction_1,rhein,ic50,1.66,µM,,
PMID32972135,reaction_1,diacerein,ic50,1.51,µM,,
PMID32972135,reaction_1,plumbagin,ic50,1.09,µM,,
PMID32972135,reaction_3,plumbagin,ic50,1.63,µM,,
PMID32980741,reaction_1,3,kd,1.36,µM,,
PMID32980741,reaction_1,8g,ic50,0.5,µM,,
PMID32980741,reaction_1,8g,kd,0.4,µM,,
PMID32980741,reaction_1,9a,ic50,0.96,µM,,
PMID32980741,reaction_1,9b,ic50,2.5,µM,,
PMID32980741,reaction_1,9c,ic50,49.3,µM,,
PMID32980741,reaction_1,9d,ic50,1.2,µM,,
PMID32980741,reaction_1,9e,ic50,9.6,µM,,
PMID32980741,reaction_1,VIII (11d),ic50,0.14,µM,,
PMID32998973,reaction_1,BRD7929,ic50,60,nM,,
PMID33011272,reaction_4,Staurosporine,ic50,38.0,nM,± 12,
PMID33011272,reaction_4,Staurosporine,ic50,4.3,nM,± 1.4,
PMID33011272,reaction_4,Gö 6983,ic50,261.0,nM,± 25,
PMID33011272,reaction_4,Gö 6983,ic50,47.0,nM,± 6,
PMID33038544,reaction_1_GRK2_inhibition,1,ic50,4.1,µM,,
PMID33038544,reaction_1_GRK2_inhibition,1,kd,3.33,µM,,
PMID33038544,reaction_1_GRK2_inhibition,Paroxetine,ic50,1.4,µM,,
PMID33038544,reaction_1_GRK2_inhibition,Paroxetine,kd,2.98,µM,,
PMID33038544,reaction_1_GRK2_inhibition,Takeda 103A,kd,1.99,nM,,
PMID33038544,reaction_1_GRK2_inhibition,2a,ic50,>100,µM,,
PMID33038544,reaction_1_GRK2_inhibition,2b,ic50,25,µM,,
PMID33038544,reaction_1_GRK2_inhibition,2c,ic50,>100,µM,,
PMID33038544,reaction_1_GRK2_inhibition,2d,ic50,0.095,µM,,
PMID33038544,reaction_1_GRK2_inhibition,2e,ic50,0.278,µM,,
PMID33038544,reaction_1_GRK2_inhibition,2f,ic50,0.472,µM,,
PMID33038544,reaction_1_GRK2_inhibition,8a,ic50,<0.010,µM,,
PMID33038544,reaction_1_GRK2_inhibition,8b,ic50,<0.010,µM,,
PMID33038544,reaction_1_GRK2_inhibition,8c,ic50,<0.010,µM,,
PMID33038544,reaction_1_GRK2_inhibition,8d,ic50,20.0,µM,,
PMID33038544,reaction_1_GRK2_inhibition,8e,ic50,0.078,µM,,
PMID33038544,reaction_1_GRK2_inhibition,8f,ic50,0.206,µM,,
PMID33038544,reaction_1_GRK2_inhibition,8g,ic50,0.006,µM,,
PMID33038544,reaction_1_GRK2_inhibition,8h,ic50,0.019,µM,,
PMID33038544,reaction_1_GRK2_inhibition,8i,ic50,0.018,µM,,
PMID33038544,reaction_1_GRK2_inhibition,8j,ic50,2.75,µM,,
PMID33038544,reaction_1_GRK2_inhibition,8k,ic50,0.013,µM,,
PMID33038544,reaction_1_GRK2_inhibition,8l,ic50,2.11,µM,,
PMID33038544,reaction_1_GRK2_inhibition,8m (racemic),ic50,0.012,µM,,
PMID33038544,reaction_2_GRK1_selectivity,8g,ic50,>10000,nM,,
PMID33038544,reaction_2_GRK1_selectivity,8h,ic50,>10000,nM,,
PMID33038544,reaction_3_GRK5_selectivity,8g,ic50,4497,nM,,
PMID33038544,reaction_3_GRK5_selectivity,8h,ic50,>10000,nM,,
PMID33038544,reaction_4_GRK6_selectivity,8g,ic50,3270,nM,,
PMID33038544,reaction_4_GRK6_selectivity,8h,ic50,>10000,nM,,
PMID33038544,reaction_5_GRK7_selectivity,8g,ic50,9137,nM,,
PMID33038544,reaction_5_GRK7_selectivity,8h,ic50,10000,nM,,
PMID33038544,reaction_6_PKA_selectivity,8g,ic50,855,nM,,
PMID33038544,reaction_6_PKA_selectivity,8h,ic50,4880,nM,,
PMID33038544,reaction_7_PKBalpha_selectivity,8g,ic50,1449,nM,,
PMID33038544,reaction_7_PKBalpha_selectivity,8h,ic50,>10000,nM,,
PMID33038544,reaction_8_PKCalpha_selectivity,8g,ic50,>10000,nM,,
PMID33038544,reaction_8_PKCalpha_selectivity,8h,ic50,>10000,nM,,
PMID33038544,reaction_9_PKCbeta1_selectivity,8g,ic50,9068,nM,,
PMID33038544,reaction_9_PKCbeta1_selectivity,8h,ic50,>10000,nM,,
PMID33038544,reaction_10_CaMKIIbeta_selectivity,8g,ic50,3846,nM,,
PMID33038544,reaction_10_CaMKIIbeta_selectivity,8h,ic50,>10000,nM,,
PMID33038544,reaction_11_ROCK1_selectivity,8g,ic50,246,nM,,
PMID33038544,reaction_11_ROCK1_selectivity,8h,ic50,1271,nM,,
PMID33038544,reaction_12_AuroraA_selectivity,8g,ic50,11,nM,,
PMID33038544,reaction_12_AuroraA_selectivity,8h,ic50,137,nM,,
PMID33038544,reaction_13_Rsk1_selectivity,8g,ic50,4831,nM,,
PMID33038544,reaction_13_Rsk1_selectivity,8h,ic50,3151,nM,,
PMID33074120,reaction_1,3a,ic50,0.268,µM,± 0.018,
PMID33074120,reaction_1,3b,ic50,0.34,µM,± 0.027,
PMID33074120,reaction_1,3c,ic50,2.549,µM,± 0.193,
PMID33074120,reaction_1,3d,ic50,0.27,µM,± 0.021,
PMID33074120,reaction_1,3e,ic50,0.384,µM,± 0.029,
PMID33074120,reaction_1,3f,ic50,0.153,µM,± 0.009,
PMID33074120,reaction_1,3g,ic50,0.148,µM,± 0.009,
PMID33074120,reaction_1,3h,ic50,0.467,µM,± 0.036,
PMID33074120,reaction_1,3i,ic50,1.387,µM,± 0.733,
PMID33074120,reaction_1,3j,ic50,0.449,µM,± 0.039,
PMID33074120,reaction_1,3k,ic50,0.34,µM,± 0.033,
PMID33074120,reaction_1,3l,ic50,0.438,µM,± 0.033,
PMID33074120,reaction_1,3m,ic50,1.073,µM,± 0.105,
PMID33074120,reaction_1,3n,ic50,0.944,µM,± 0.047,
PMID33074120,reaction_1,leflunomide,ic50,0.9,µM,± 0.068,
PMID33074120,reaction_1,brequinar,ic50,0.01,µM,± 0.005,
PMID33081987,reaction_1,Compound 1,ic50,2.26,µM,± 0.36,
PMID33081987,reaction_1,"A-2,5",ic50,2.86,µM,,
PMID33081987,reaction_1,"A-2,10",ic50,2.05,µM,,
PMID33081987,reaction_1,"A-2,12",ic50,2.3,µM,,
PMID33081987,reaction_1,"A-2,13",ic50,2.6,µM,,
PMID33081987,reaction_1,"A-2,20",ic50,1.66,µM,,
PMID33081987,reaction_1,"B-1,3",ic50,1.57,µM,,
PMID33081987,reaction_1,"C-1,12",ic50,1.41,µM,,
PMID33081987,reaction_1,"C-1,16",ic50,1.07,µM,,
PMID33081987,reaction_1,"D-2,4",ic50,0.42,µM,,
PMID33081987,reaction_1,"D-2,12",ic50,0.97,µM,,
PMID33081987,reaction_1,"D-3,4",ic50,3.0,µM,,
PMID33081987,reaction_1,"D-3,7",ic50,0.14,µM,,
PMID33081987,reaction_1,Compound 25,ic50,1.26,µM,,
PMID33081987,reaction_1,Compound 26,ic50,0.95,µM,,
PMID33110062,reaction_1,finasteride,ki,3e-13,M,,
PMID33114668,reaction_1,3a,concentration,100.0,µM,,
PMID33114668,reaction_1,3a,percent_inhibition,11.4,%,± 5.8,
PMID33114668,reaction_1,3b,concentration,100.0,µM,,
PMID33114668,reaction_1,3b,percent_inhibition,16.9,%,± 4.2,
PMID33114668,reaction_1,3c,concentration,100.0,µM,,
PMID33114668,reaction_1,3c,percent_inhibition,29.4,%,± 0.2,
PMID33114668,reaction_1,3d,concentration,100.0,µM,,
PMID33114668,reaction_1,3d,percent_inhibition,19.3,%,± 0.7,
PMID33114668,reaction_1,3e,concentration,100.0,µM,,
PMID33114668,reaction_1,3e,percent_inhibition,13.6,%,± 0.5,
PMID33114668,reaction_1,3f,concentration,100.0,µM,,
PMID33114668,reaction_1,3f,percent_inhibition,14.8,%,± 2.5,
PMID33114668,reaction_1,3g,concentration,100.0,µM,,
PMID33114668,reaction_1,3g,percent_inhibition,38.7,%,± 0.9,
PMID33114668,reaction_1,3h,concentration,100.0,µM,,
PMID33114668,reaction_1,3h,percent_inhibition,5.0,%,± 2.7,
PMID33114668,reaction_1,3i,concentration,100.0,µM,,
PMID33114668,reaction_1,3i,percent_inhibition,35.7,%,± 0.6,
PMID33114668,reaction_1,3j,concentration,100.0,µM,,
PMID33114668,reaction_1,3j,percent_inhibition,19.6,%,± 2.8,
PMID33114668,reaction_1,3k,concentration,100.0,µM,,
PMID33114668,reaction_1,3k,percent_inhibition,21.0,%,± 6.6,
PMID33114668,reaction_1,3l,concentration,100.0,µM,,
PMID33114668,reaction_1,3l,percent_inhibition,3.1,%,± 1.8,
PMID33114668,reaction_1,3m,concentration,100.0,µM,,
PMID33114668,reaction_1,3m,percent_inhibition,5.0,%,± 2.8,
PMID33114668,reaction_1,3n,concentration,100.0,µM,,
PMID33114668,reaction_1,3n,percent_inhibition,25.0,%,± 16.9,
PMID33114668,reaction_1,3o,concentration,100.0,µM,,
PMID33114668,reaction_1,3o,percent_inhibition,3.1,%,± 0,
PMID33114668,reaction_1,3p,concentration,100.0,µM,,
PMID33114668,reaction_1,3p,percent_inhibition,30.0,%,± 14.7,
PMID33114668,reaction_1,4,concentration,100.0,µM,,
PMID33114668,reaction_1,4,percent_inhibition,21.0,%,± 2.4,
PMID33114668,reaction_1,7,concentration,100.0,µM,,
PMID33114668,reaction_1,7,percent_inhibition,6.0,%,± 2.9,
PMID33114668,reaction_1,11a,concentration,100.0,µM,,
PMID33114668,reaction_1,11a,percent_inhibition,25.1,%,± 1.0,
PMID33114668,reaction_1,11b,concentration,100.0,µM,,
PMID33114668,reaction_1,11b,percent_inhibition,30.1,%,± 0.9,
PMID33114668,reaction_1,11c,concentration,100.0,µM,,
PMID33114668,reaction_1,11c,percent_inhibition,56.0,%,± 1.9,
PMID33114668,reaction_1,11d,concentration,100.0,µM,,
PMID33114668,reaction_1,11d,percent_inhibition,39.0,%,± 1.0,
PMID33114668,reaction_1,11e,concentration,100.0,µM,,
PMID33114668,reaction_1,11e,percent_inhibition,50.0,%,± 2.0,
PMID33114668,reaction_2,11c,concentration,100.0,µM,,
PMID33114668,reaction_2,11c,percent_inhibition,12.1,%,± 1.52,
PMID33114668,reaction_2,11e,concentration,100.0,µM,,
PMID33114668,reaction_2,11e,percent_inhibition,1.0,%,± 0.89,
PMID33114668,reaction_3,11c,concentration,100.0,µM,,
PMID33114668,reaction_3,11c,percent_inhibition,23.0,%,± 1.11,
PMID33114668,reaction_3,11e,concentration,100.0,µM,,
PMID33114668,reaction_3,11e,percent_inhibition,5.2,%,± 1.25,
PMID33114668,reaction_4,11c,concentration,100.0,µM,,
PMID33114668,reaction_4,11c,percent_inhibition,41.8,%,± 1.42,
PMID33114668,reaction_4,11e,concentration,100.0,µM,,
PMID33114668,reaction_4,11e,percent_inhibition,48.9,%,± 3.41,
PMID33114668,reaction_5,11c,concentration,100.0,µM,,
PMID33114668,reaction_5,11c,percent_inhibition,6.1,%,± 1.94,
PMID33114668,reaction_5,11e,concentration,100.0,µM,,
PMID33114668,reaction_5,11e,percent_inhibition,12.5,%,± 4.59,
PMID33122026,reaction_1,NAD+,ki,100,µM,± 10,
PMID33122026,reaction_2,NADP+,ki,10,µM,± 2,
PMID33128494,reaction_1,mesotrione,ki,0.02,µM,± 0.002,
PMID33128494,reaction_1,A7,ki,0.074,µM,± 0.010,
PMID33128494,reaction_1,B14,ki,0.099,µM,± 0.011,
PMID33129593,reaction_1,35,ic50,5.51,µM,± 0.33,
PMID33129593,reaction_1,39,ic50,6.67,µM,± 0.32,
PMID33129593,reaction_1,46,ic50,9.94,µM,± 0.41,
PMID33129593,reaction_1,candesartan cilexetic (CDC),ic50,16.43,µM,± 0.12,
PMID33129593,reaction_1,MLN4924,ic50,0.18,µM,± 0.02,
PMID33142415,reaction_1_nfk_assay,INCB024360,ic50,0.29,µM,± 0.06,
PMID33142415,reaction_1_nfk_assay,1-L-MT,ic50,403.8,µM,± 119.51,
PMID33142415,reaction_1_nfk_assay,680C91,ic50,,µM,,
PMID33142415,reaction_1_nfk_assay,LM10,ic50,,µM,,
PMID33142415,reaction_1_nfk_assay,5a,ic50,0.66,µM,± 0.12,
PMID33142415,reaction_1_nfk_assay,5b,ic50,1.16,µM,± 0.15,
PMID33142415,reaction_1_nfk_assay,5e,ic50,0.29,µM,± 0.02,
PMID33142415,reaction_1_nfk_assay,5f,ic50,1.13,µM,± 0.26,
PMID33142415,reaction_2_kyn_adduct_assay,INCB024360,ic50,0.05,µM,± 0.003,
PMID33142415,reaction_2_kyn_adduct_assay,1-L-MT,ic50,498.4,µM,± 138.37,
PMID33142415,reaction_2_kyn_adduct_assay,680C91,ic50,,µM,,
PMID33142415,reaction_2_kyn_adduct_assay,LM10,ic50,,µM,,
PMID33142415,reaction_2_kyn_adduct_assay,5a,ic50,0.35,µM,± 0.15,
PMID33142415,reaction_2_kyn_adduct_assay,5b,ic50,0.57,µM,± 0.09,
PMID33142415,reaction_2_kyn_adduct_assay,5e,ic50,0.09,µM,± 0.01,
PMID33142415,reaction_2_kyn_adduct_assay,5f,ic50,0.39,µM,± 0.13,
PMID33142415,reaction_3_nfk_assay,INCB024360,ic50,,µM,,
PMID33142415,reaction_3_nfk_assay,1-L-MT,ic50,,,,
PMID33142415,reaction_3_nfk_assay,680C91,ic50,5.67,µM,± 2.70,
PMID33142415,reaction_3_nfk_assay,LM10,ic50,5.4,µM,± 0.61,
PMID33142415,reaction_3_nfk_assay,5a,ic50,0.77,µM,± 0.17,
PMID33142415,reaction_3_nfk_assay,5b,ic50,1.57,µM,± 0.12,
PMID33142415,reaction_3_nfk_assay,5e,ic50,0.47,µM,± 0.11,
PMID33142415,reaction_3_nfk_assay,5f,ic50,0.83,µM,± 0.49,
PMID33142415,reaction_4_kyn_adduct_assay,INCB024360,ic50,,µM,,
PMID33142415,reaction_4_kyn_adduct_assay,1-L-MT,ic50,,,,
PMID33142415,reaction_4_kyn_adduct_assay,680C91,ic50,1.74,µM,± 0.26,
PMID33142415,reaction_4_kyn_adduct_assay,LM10,ic50,2.9,µM,± 0.21,
PMID33142415,reaction_4_kyn_adduct_assay,5a,ic50,0.32,µM,± 0.03,
PMID33142415,reaction_4_kyn_adduct_assay,5b,ic50,0.71,µM,± 0.09,
PMID33142415,reaction_4_kyn_adduct_assay,5e,ic50,0.17,µM,± 0.01,
PMID33142415,reaction_4_kyn_adduct_assay,5f,ic50,0.25,µM,± 0.03,
PMID33142418,reaction_1,Compound 3,ic50,27.0,nM,,
PMID33142418,reaction_1,Compound 14a,ic50,2.9,nM,,
PMID33142418,reaction_1,Compound 14b,percent_inhibition,88.5,%,,
PMID33142418,reaction_1,Compound 14c,percent_inhibition,15.6,%,,
PMID33142418,reaction_1,Compound 14d,percent_inhibition,8.9,%,,
PMID33142418,reaction_1,Compound 14e,percent_inhibition,44.0,%,,
PMID33142418,reaction_1,Compound 14f,percent_inhibition,17.6,%,,
PMID33142418,reaction_1,Compound 14g,percent_inhibition,3.2,%,,
PMID33142418,reaction_1,Compound 14h,percent_inhibition,9.7,%,,
PMID33142418,reaction_1,Compound 14i,percent_inhibition,2.3,%,,
PMID33142418,reaction_1,Compound 14j,percent_inhibition,3.5,%,,
PMID33142418,reaction_1,Compound 15a,percent_inhibition,66.2,%,,
PMID33142418,reaction_1,Compound 15b,percent_inhibition,1.0,%,,
PMID33142418,reaction_1,Compound 15c,percent_inhibition,73.4,%,,
PMID33142418,reaction_1,Compound 15d,percent_inhibition,63.4,%,,
PMID33142418,reaction_1,Compound 15e,percent_inhibition,56.4,%,,
PMID33142418,reaction_1,Compound 15f,percent_inhibition,77.0,%,,
PMID33142418,reaction_1,Compound 15g,percent_inhibition,76.2,%,,
PMID33142418,reaction_1,Compound 15h,percent_inhibition,82.4,%,,
PMID33142418,reaction_1,Compound 16a,percent_inhibition,74.3,%,,
PMID33142418,reaction_1,Compound 16b,percent_inhibition,72.8,%,,
PMID33142418,reaction_1,Compound 16c,percent_inhibition,70.5,%,,
PMID33142418,reaction_1,Compound 16d,percent_inhibition,80.5,%,,
PMID33142418,reaction_1,Compound 16e,percent_inhibition,69.3,%,,
PMID33142418,reaction_1,Compound 16f,percent_inhibition,8.1,%,,
PMID33142418,reaction_1,Compound 16g,percent_inhibition,57.4,%,,
PMID33142418,reaction_1,Compound 16h,percent_inhibition,21.9,%,,
PMID33142418,reaction_1,Compound 14k,ic50,7.3,nM,,
PMID33142418,reaction_1,Compound 14l,ic50,1.8,nM,,
PMID33142418,reaction_1,Compound 14l,percent_inhibition,80.0,%,,
PMID33142418,reaction_1,Compound 14m,percent_inhibition,74.6,%,,
PMID33142418,reaction_1,Compound 14n,percent_inhibition,68.4,%,,
PMID33142418,reaction_1,Compound 14o,percent_inhibition,22.8,%,,
PMID33142418,reaction_1,Fedratinib (1),ic50,1.5,nM,,
PMID33142418,reaction_1,Pacritinib (2),ic50,10.0,nM,,
PMID33142418,reaction_2,Compound 3,ic50,30.0,nM,,
PMID33142418,reaction_2,Compound 14a,ic50,1.4,nM,,
PMID33142418,reaction_2,Compound 14b,percent_inhibition,95.2,%,,
PMID33142418,reaction_2,Compound 14c,percent_inhibition,20.9,%,,
PMID33142418,reaction_2,Compound 14d,percent_inhibition,15.8,%,,
PMID33142418,reaction_2,Compound 14e,percent_inhibition,68.0,%,,
PMID33142418,reaction_2,Compound 14f,percent_inhibition,69.4,%,,
PMID33142418,reaction_2,Compound 14g,percent_inhibition,36.0,%,,
PMID33142418,reaction_2,Compound 14h,percent_inhibition,40.5,%,,
PMID33142418,reaction_2,Compound 14i,percent_inhibition,35.9,%,,
PMID33142418,reaction_2,Compound 14j,percent_inhibition,16.7,%,,
PMID33142418,reaction_2,Compound 15a,percent_inhibition,45.3,%,,
PMID33142418,reaction_2,Compound 15b,percent_inhibition,16.7,%,,
PMID33142418,reaction_2,Compound 15c,percent_inhibition,41.7,%,,
PMID33142418,reaction_2,Compound 15d,percent_inhibition,68.0,%,,
PMID33142418,reaction_2,Compound 15e,percent_inhibition,9.5,%,,
PMID33142418,reaction_2,Compound 15f,percent_inhibition,31.4,%,,
PMID33142418,reaction_2,Compound 15g,percent_inhibition,51.7,%,,
PMID33142418,reaction_2,Compound 15h,percent_inhibition,54.5,%,,
PMID33142418,reaction_2,Compound 16a,percent_inhibition,97.0,%,,
PMID33142418,reaction_2,Compound 16b,percent_inhibition,94.3,%,,
PMID33142418,reaction_2,Compound 16c,percent_inhibition,53.9,%,,
PMID33142418,reaction_2,Compound 16d,percent_inhibition,78.6,%,,
PMID33142418,reaction_2,Compound 16e,percent_inhibition,57.3,%,,
PMID33142418,reaction_2,Compound 16f,percent_inhibition,16.2,%,,
PMID33142418,reaction_2,Compound 16g,percent_inhibition,75.7,%,,
PMID33142418,reaction_2,Compound 16h,percent_inhibition,50.0,%,,
PMID33142418,reaction_2,Compound 14k,ic50,1.3,nM,,
PMID33142418,reaction_2,Compound 14l,ic50,0.68,nM,,
PMID33142418,reaction_2,Compound 14l,percent_inhibition,63.64,%,,
PMID33142418,reaction_2,Compound 14m,percent_inhibition,82.5,%,,
PMID33142418,reaction_2,Compound 14n,percent_inhibition,97.8,%,,
PMID33142418,reaction_2,Compound 14o,percent_inhibition,67.9,%,,
PMID33142418,reaction_2,Fedratinib (1),ic50,24.0,nM,,
PMID33142418,reaction_2,Pacritinib (2),ic50,1.8,nM,,
PMID33142418,reaction_7,Compound 14l,percent_inhibition,26.36,%,,
PMID33142418,reaction_8,Compound 14l,percent_inhibition,6.36,%,,
PMID33142418,reaction_9,Compound 14l,percent_inhibition,0.91,%,,
PMID33142418,reaction_10,Compound 14l,percent_inhibition,10.0,%,,
PMID33142418,reaction_11,Compound 14l,percent_inhibition,6.36,%,,
PMID33142418,reaction_12,Compound 14l,percent_inhibition,10.91,%,,
PMID33142418,reaction_13,Compound 14l,percent_inhibition,11.82,%,,
PMID33142418,reaction_14,Compound 14l,percent_inhibition,48.18,%,,
PMID33142418,reaction_15,Compound 14l,percent_inhibition,62.73,%,,
PMID33142418,reaction_16,Compound 14l,percent_inhibition,76.36,%,,
PMID33142418,reaction_17,Compound 14l,percent_inhibition,50.91,%,,
PMID33142418,reaction_18,Compound 14l,percent_inhibition,11.82,%,,
PMID33142418,reaction_19,Compound 14l,percent_inhibition,2.73,%,,
PMID33142418,reaction_20,Compound 14l,percent_inhibition,22.73,%,,
PMID33142418,reaction_21,Compound 14l,percent_inhibition,25.45,%,,
PMID33142418,reaction_22,Compound 14l,percent_inhibition,30.91,%,,
PMID33142418,reaction_23,Compound 14l,percent_inhibition,7.27,%,,
PMID33142418,reaction_24,Compound 14l,percent_inhibition,13.64,%,,
PMID33146857,reaction_1,sodium azide,ki,120,µM,± 1.0,
PMID33146857,reaction_1,EDTA,ki,276,µM,± 1.51,
PMID33155804,reaction_1,fluthiacet-methyl,ki,15.0,nM,± 0.2,
PMID33155804,reaction_1,Compound 1a,ki,38.0,nM,± 7.4,
PMID33155804,reaction_1,Compound 1b,ki,4.8,nM,± 1.4,
PMID33155804,reaction_1,Compound 1c,ki,38.0,nM,± 9.4,
PMID33155804,reaction_1,Compound 2b,ki,21.8,nM,± 2.7,
PMID33155804,reaction_1,Compound 2c,ki,15.0,nM,± 1.4,
PMID33155804,reaction_1,Compound 2d,ki,13.7,nM,± 2.5,
PMID33155804,reaction_1,Compound 2e,ki,7.6,nM,± 0.2,
PMID33155804,reaction_1,Compound 2f,ki,22.0,nM,± 5.5,
PMID33155804,reaction_1,Compound 2g,ki,87.0,nM,± 9.4,
PMID33155804,reaction_1,Compound 2h,ki,21.0,nM,± 2.6,
PMID33155804,reaction_1,Compound 2i,ki,30.0,nM,± 11,
PMID33155804,reaction_1,Compound 2j,ki,33.0,nM,± 6.2,
PMID33155804,reaction_1,Compound 2k,ki,15.0,nM,± 2.8,
PMID33155804,reaction_1,Compound 2l,ki,30.0,nM,± 5.4,
PMID33155804,reaction_1,Compound 2m,ki,44.0,nM,± 9.0,
PMID33155804,reaction_1,Compound 2n,ki,28.0,nM,± 6.3,
PMID33155804,reaction_1,Compound 2o,ki,27.0,nM,± 1.7,
PMID33155804,reaction_1,Compound 2p,ki,16.0,nM,± 2.8,
PMID33155804,reaction_1,Compound 2q,ki,17.0,nM,± 3.1,
PMID33155804,reaction_1,Compound 2r,ki,27.0,nM,± 2.2,
PMID33155804,reaction_1,Compound 2s,ki,24.0,nM,± 5.0,
PMID33155804,reaction_1,Compound 2t,ki,48.0,nM,± 9.4,
PMID33155804,reaction_1,Compound 2u,ki,23.0,nM,± 2.0,
PMID33155804,reaction_1,Compound 2v,ki,23.0,nM,± 3.0,
PMID33155804,reaction_1,Compound 2w,ki,58.0,nM,± 12,
PMID33155804,reaction_1,Compound 3a,ki,60.0,nM,± 10,
PMID33155804,reaction_1,Compound 3b,ki,24.0,nM,± 1.5,
PMID33155804,reaction_1,Compound 3c,ki,88.0,nM,± 12,
PMID33155804,reaction_1,Compound 3d,ki,48.0,nM,± 9.8,
PMID33155804,reaction_1,Compound 3e,ki,70.0,nM,± 15,
PMID33155804,reaction_1,Compound 3f,ki,22.0,nM,± 1.3,
PMID33155804,reaction_1,Compound 4a,ki,10.0,nM,± 0.3,
PMID33155804,reaction_1,Compound 4b,ki,18.0,nM,± 1.7,
PMID33155804,reaction_1,Compound 5,ki,4.6,nM,± 1.1,
PMID33187806,reaction_1_LmDHFR,Compound 26,ic50,0.38,µM,± 0.03,
PMID33187806,reaction_1_LmDHFR,Compound 27,ic50,1.91,µM,± 0.07,
PMID33187806,reaction_1_LmDHFR,Compound 28,ic50,1.63,µM,± 0.11,
PMID33187806,reaction_1_LmDHFR,Compound 29,ic50,0.25,µM,± 0.01,
PMID33187806,reaction_1_LmDHFR,Compound 30,ic50,0.19,µM,± 0.01,
PMID33187806,reaction_1_LmDHFR,Compound 52,ic50,0.81,µM,± 0.10,
PMID33187806,reaction_1_LmDHFR,Compound 54,ic50,0.21,µM,± 0.01,
PMID33187806,reaction_1_LmDHFR,Compound 55,ic50,0.21,µM,± 0.01,
