literature_id,reaction_id,assay_type,assay_details,solvent_buffer,ph,ph_details,temperature_celsius,expression_host,expression_vector,expression_induction
PMID32869209,reaction_5,in vitro,Primary assay was biotransformation using permeabilized fission yeast cells (enzyme bags) co-expressing a human CYP4 enzyme and human CPR. Preliminary conversion was also confirmed in human liver microsomes (HLMs).,Not specified for biotransformation assay,,,,Schizosaccharomyces pombe,pCAD1-CPR and pREP1-CYP4Z1,
PMID32869209,reaction_6,in vitro,Primary assay was biotransformation using permeabilized fission yeast cells (enzyme bags) co-expressing a human CYP4 enzyme and human CPR. Preliminary conversion was also confirmed in human liver microsomes (HLMs).,Not specified for biotransformation assay,,,,Schizosaccharomyces pombe,pCAD1-CPR and pREP1-CYP4Z1,
PMID32869209,reaction_7,in vitro,Primary assay was biotransformation using permeabilized fission yeast cells (enzyme bags) co-expressing a human CYP4 enzyme and human CPR. Preliminary conversion was also confirmed in human liver microsomes (HLMs).,Not specified for biotransformation assay,,,,Schizosaccharomyces pombe,pCAD1-CPR and pREP1-CYP4Z1,
PMID32869209,reaction_8,in vitro,Primary assay was biotransformation using permeabilized fission yeast cells (enzyme bags) co-expressing a human CYP4 enzyme and human CPR. Preliminary conversion was also confirmed in human liver microsomes (HLMs).,Not specified for biotransformation assay,,,,Schizosaccharomyces pombe,pCAD1-CPR and pREP1-CYP4Z1,
PMID32869889,reaction_1,in vitro,,0.05 M phosphate buffer,7.4,,35.0,,,
PMID32869889,reaction_2,in vitro,,0.05 M phosphate buffer,7.4,,35.0,,,
PMID32869889,reaction_3,in vitro,,0.05 M phosphate buffer,7.4,,35.0,,,
PMID32869889,reaction_4,in vitro,,0.05 M phosphate buffer,7.4,,35.0,,,
PMID32869889,reaction_5,in vitro,,0.05 M phosphate buffer,7.4,,35.0,,,
PMID32869889,reaction_6,in vitro,,0.05 M phosphate buffer,7.4,,35.0,,,
PMID32869889,reaction_7,in vitro,,0.05 M phosphate buffer,7.4,,35.0,,,
PMID32869889,reaction_8,in vitro,,0.05 M phosphate buffer,6.6,,35.0,,,
PMID32869889,reaction_9,in vitro,,0.05 M phosphate buffer,6.6,,35.0,,,
PMID32869889,reaction_10,in vitro,,0.05 M phosphate buffer,6.6,,35.0,,,
PMID32869889,reaction_11,in vitro,,0.05 M phosphate buffer,6.6,,35.0,,,
PMID32869889,reaction_12,in vitro,,0.05 M phosphate buffer,6.6,,35.0,,,
PMID32869889,reaction_13,in vitro,,0.05 M phosphate buffer,6.6,,35.0,,,
PMID32869889,reaction_14,in vitro,,0.05 M phosphate buffer,6.6,,35.0,,,
PMID32869889,reaction_15,in vitro,,0.05 M phosphate buffer,6.0,,45.0,,,
PMID32869889,reaction_16,in vitro,,0.05 M phosphate buffer,6.0,,45.0,,,
PMID32869889,reaction_17,in vitro,,0.05 M phosphate buffer,6.0,,45.0,,,
PMID32869889,reaction_18,in vitro,,0.05 M phosphate buffer,6.0,,45.0,,,
PMID32869889,reaction_19,in vitro,,0.05 M phosphate buffer,6.0,,45.0,,,
PMID32869889,reaction_20,in vitro,,0.05 M phosphate buffer,6.0,,45.0,,,
PMID32869889,reaction_21,in vitro,,0.05 M phosphate buffer,6.0,,45.0,,,
PMID32880710,reaction_1,in vitro,Direct enzymatic turnover rate measurement in placental microsomes.,Not specified,,Not specified,,,,
PMID32880710,reaction_2,in vitro,Direct enzymatic turnover rate measurement in placental microsomes.,Not specified,,Not specified,,,,
PMID32880710,reaction_3,in vitro,Direct enzymatic turnover rate measurement in placental microsomes.,Not specified,,Not specified,,,,
PMID32880710,reaction_4,in vitro,Direct enzymatic turnover rate measurement in placental microsomes.,Not specified,,Not specified,,,,
PMID32885332,reaction_1,in vitro,Activity assay using lyophilized E. coli cells (DP strain) expressing PPK.,50 mM Tris-HCl,7.0,,35.0,E. coli BL21 (DE3),pETDuet-1-PPK,"0.3 mM IPTG, 25°C, 8h"
PMID32885332,reaction_2,in vitro,Activity assay using lyophilized E. coli cells (DG strain) expressing GMAS.,200 mM Tris-HCl buffer,7.0,,35.0,E. coli BL21 (DE3),pETDuet-1-GMAS,"0.3 mM IPTG, 25°C, 8h"
PMID32885332,reaction_3_1,in vitro,One-pot synthesis using lyophilized whole cells (DGP strain) co-expressing GMAS and PPK.,200 mM Tris-HCl,7.0,,35.0,E. coli BL21 (DE3),pETDuet-1-GMAS–PPK,"0.3 mM IPTG, 25°C, 8h"
PMID32885332,reaction_3_2,in vitro,One-pot synthesis using lyophilized whole cells (DGP strain) co-expressing GMAS and PPK.,200 mM Tris-HCl,7.0,,35.0,E. coli BL21 (DE3),pETDuet-1-GMAS–PPK,"0.3 mM IPTG, 25°C, 8h"
PMID32885332,reaction_3_3,in vitro,One-pot synthesis using lyophilized whole cells (DGP strain) co-expressing GMAS and PPK.,200 mM Tris-HCl,7.0,,35.0,E. coli BL21 (DE3),pETDuet-1-GMAS–PPK,"0.3 mM IPTG, 25°C, 8h"
PMID32885332,reaction_3_4,in vitro,One-pot synthesis using lyophilized whole cells (DGP strain) co-expressing GMAS and PPK.,200 mM Tris-HCl,7.0,,35.0,E. coli BL21 (DE3),pETDuet-1-GMAS–PPK,"0.3 mM IPTG, 25°C, 8h"
PMID32885332,reaction_3_5,in vitro,One-pot synthesis using lyophilized whole cells (DGP strain) co-expressing GMAS and PPK.,200 mM Tris-HCl,7.0,,35.0,E. coli BL21 (DE3),pETDuet-1-GMAS–PPK,"0.3 mM IPTG, 25°C, 8h"
PMID32885332,reaction_3_6,in vitro,One-pot synthesis using lyophilized whole cells (DGP strain) co-expressing GMAS and PPK.,200 mM Tris-HCl,7.0,,35.0,E. coli BL21 (DE3),pETDuet-1-GMAS–PPK,"0.3 mM IPTG, 25°C, 8h"
PMID32885332,reaction_3_7,in vitro,One-pot synthesis using lyophilized whole cells (DGP strain) co-expressing GMAS and PPK.,200 mM Tris-HCl,7.0,,35.0,E. coli BL21 (DE3),pETDuet-1-GMAS–PPK,"0.3 mM IPTG, 25°C, 8h"
PMID32885332,reaction_3_8,in vitro,One-pot synthesis using lyophilized whole cells (DGP strain) co-expressing GMAS and PPK.,200 mM Tris-HCl,7.0,,35.0,E. coli BL21 (DE3),pETDuet-1-GMAS–PPK,"0.3 mM IPTG, 25°C, 8h"
PMID32885332,reaction_3_9,in vitro,One-pot synthesis using lyophilized whole cells (DGP strain) co-expressing GMAS and PPK.,200 mM Tris-HCl,7.0,,35.0,E. coli BL21 (DE3),pETDuet-1-GMAS–PPK,"0.3 mM IPTG, 25°C, 8h"
PMID32885332,reaction_3_10,in vitro,One-pot synthesis using lyophilized whole cells (DGP strain) co-expressing GMAS and PPK.,200 mM Tris-HCl,7.0,,35.0,E. coli BL21 (DE3),pETDuet-1-GMAS–PPK,"0.3 mM IPTG, 25°C, 8h"
PMID32885332,reaction_3_11,in vitro,One-pot synthesis using lyophilized whole cells (DGP strain) co-expressing GMAS and PPK.,200 mM Tris-HCl,7.0,,35.0,E. coli BL21 (DE3),pETDuet-1-GMAS–PPK,"0.3 mM IPTG, 25°C, 8h"
PMID32885332,reaction_3_12,in vitro,One-pot synthesis using lyophilized whole cells (DGP strain) co-expressing GMAS and PPK.,200 mM Tris-HCl,7.0,,35.0,E. coli BL21 (DE3),pETDuet-1-GMAS–PPK,"0.3 mM IPTG, 25°C, 8h"
PMID32885332,reaction_3_13,in vitro,One-pot synthesis using lyophilized whole cells (DGP strain) co-expressing GMAS and PPK.,200 mM Tris-HCl,7.0,,35.0,E. coli BL21 (DE3),pETDuet-1-GMAS–PPK,"0.3 mM IPTG, 25°C, 8h"
PMID32885332,reaction_3_14,in vitro,One-pot synthesis using lyophilized whole cells (DGP strain) co-expressing GMAS and PPK.,200 mM Tris-HCl,7.0,,35.0,E. coli BL21 (DE3),pETDuet-1-GMAS–PPK,"0.3 mM IPTG, 25°C, 8h"
PMID32886480,reaction_1,in vitro,"Radioactive assays (Denaturing RNA PAGE, Filtration plate, Scintillation Proximity Assay) to quantify RNA product formation. PAGE/Filtration assays were run at 30°C, SPA assay at room temperature.","50 mM Tris-HCl pH 7.5, 8 mM MgCl2, 5 mM DTT, 10% glycerol, and 0.1 U/µL RNAsin",7.5,,30.0,Sf21 insect cells,pFastBac-DUAL,"Infection with P2 baculovirus, 27°C, 48-66 h"
PMID32886480,reaction_2,in vitro,Coupled enzyme assay monitoring pyrophosphate formation via luminescence. Assay performed at Room Temperature.,"50 mM Tris-HCl pH 7.5, 8 mM MgCl2, 5 mM DTT, 10% glycerol, and 0.1 U/µL RNAsin",7.5,,25.0,Sf21 insect cells,pFastBac-DUAL,"Infection with P2 baculovirus, 27°C, 48-66 h"
PMID32894626,reaction_1,in vitro,"Colorimetric assay detecting hydrogen peroxide using 4-aminoantipyrine, phenol, and horseradish peroxidase.",100 mM potassium phosphate buffer (KPB),7.4,,40.0,Escherichia coli SoluBL21,pCold IV-lysox3,"1 mM IPTG, 15°C, 24 h"
PMID32894626,reaction_2,in vitro,"Colorimetric assay detecting hydrogen peroxide using 4-aminoantipyrine, phenol, and horseradish peroxidase.",100 mM potassium phosphate buffer (KPB),7.4,,40.0,Escherichia coli SoluBL21,,
PMID32894626,reaction_3,in vitro,"Colorimetric assay detecting hydrogen peroxide using 4-aminoantipyrine, phenol, and horseradish peroxidase.",100 mM potassium phosphate buffer (KPB),7.4,,40.0,Escherichia coli SoluBL21,,
PMID32894626,reaction_4,in vitro,"Colorimetric assay detecting hydrogen peroxide using 4-aminoantipyrine, phenol, and horseradish peroxidase.",100 mM potassium phosphate buffer (KPB),7.4,,40.0,Escherichia coli SoluBL21,,
PMID32900959,reaction_1,in vivo,"Functional characterization via analysis of downstream physiological effects in whole cells. Activity was inferred from H2S production levels (as a proxy for cytoplasmic L-cysteine), cell survival assays under H2O2 or aminoglycoside stress, and SOS response induction.",LB complete medium or M9 medium with 0.2% glucose,,"Standard bacterial growth media pH, not explicitly stated.",37.0,Escherichia coli MG1655,Chromosomal integration,"Constitutive expression from the pLtetO-1 promoter, which replaced the native promoter. No tetR repressor present in the strains."
PMID32900992,reaction_1,in vivo,Cell-based PC synthetic activity assay using 3H-choline labeling in mouse embryo fibroblasts (MEFs) and human U2OS cells.,Dulbecco’s modiﬁed Eagle medium (DMEM) or Earle’s balanced salt solution (EBSS) for starvation,7.4,Assumed standard cell culture pH,37.0,"Mouse embryo fibroblasts (MEFs), Human osteosarcoma cells (U2OS)","pMXs-IRES-Puro (retroviral vector for stable expression), other plasmids transfected with Lipofectamine 2000/3000",Constitutive expression from retroviral vector or transient transfection.
PMID32900992,reaction_2,in vivo,Stable shRNA knockdown in U2OS cells followed by assessment of autophagic flux and cell survival.,Dulbecco’s modiﬁed Eagle medium (DMEM) or Earle’s balanced salt solution (EBSS) for starvation,7.4,Assumed standard cell culture pH,37.0,Human osteosarcoma cells (U2OS),"shRNA retroviral vectors (TR313975D for CEPT1, TR305398C for CHPT1)",Stable expression via retroviral infection and puromycin selection.
PMID32900992,reaction_3,in vivo,Enzyme activity was inhibited in MEFs using T863 (20 µM) in combination with an ACAT inhibitor. The effect on autophagic flux and isolation membrane formation was measured.,Earle’s balanced salt solution (EBSS),7.4,Assumed standard cell culture pH,37.0,,,
PMID32900992,reaction_4,in vivo,Enzyme activity was inhibited in MEFs using avasimibe (1 µM) in combination with a DGAT1 inhibitor. The effect on autophagic flux and isolation membrane formation was measured.,Earle’s balanced salt solution (EBSS),7.4,Assumed standard cell culture pH,37.0,,,
PMID32900992,reaction_5,in vivo,Enzyme activity was inhibited in MEFs using Atglistatin. The effect on autophagic flux was measured after 8h starvation.,Earle’s balanced salt solution (EBSS),7.4,Assumed standard cell culture pH,37.0,,,
PMID32902709,reaction_1,in vitro,Pantothenate kinase activity assay using D-[1-14C]-pantothenate.,"50 mM Tris-HCl (pH 7.5), 10 mM MgCl2, 60 mM NH4Cl",7.5,,30.0,Escherichia coli JM109,pSTV28 derivative (pSTV-coaA),0.1 mM IPTG
PMID32902709,reaction_2,in vivo,Whole-cell assay in E. coli. Enzyme activity was inferred from the increase in downstream fatty acid products and direct measurement of the malonyl-CoA pool using an acyl-CoA cycling method.,M9 minimal medium with 2% glucose and 5 mM pantothenate,,"Not specified, but culture medium pH was noted to be maintained at a higher level in producing strains.",37.0,Escherichia coli JM109,pSTV28 derivative (pSTV-dtsR1-accBCE),0.1 mM IPTG
PMID32902709,reaction_3,in vivo,"Whole-cell fatty acid production in engineered E. coli. Products were extracted, methylated, and analyzed by GC/FID.",M9 minimal medium with 2% glucose and 5 mM pantothenate,,,37.0,Escherichia coli JM109,pQE-60 derivative (pQE-fasA-acpS),0.1 mM IPTG
PMID32905773,reaction_1,in vivo,Knockdown experiments in cultured murine calvarial cells undergoing osteoblast differentiation.,Cell culture medium,,"Standard cell culture conditions, pH not specified.",,Primary murine calvarial cells,,
PMID32905773,reaction_2,in vivo,Inhibition experiments in cultured murine calvarial cells.,Cell culture medium supplemented with Glc and glutamine.,,"Standard cell culture conditions, pH not specified.",,Primary murine calvarial cells,,
PMID32905773,reaction_3,in vivo,Inhibition experiments in cultured murine calvarial cells.,Cell culture medium supplemented with Glc and glutamine.,,"Standard cell culture conditions, pH not specified.",,Primary murine calvarial cells,,
PMID32905773,reaction_4,in vivo,Inhibition experiments in cultured murine calvarial cells.,Cell culture medium supplemented with Glc and glutamine.,,"Standard cell culture conditions, pH not specified.",,Primary murine calvarial cells,,
PMID32905773,reaction_5,in vivo,Inhibition experiments in cultured murine calvarial cells.,Cell culture medium,,"Standard cell culture conditions, pH not specified.",,Primary murine calvarial cells,,
PMID32905773,reaction_6,in vivo,Inhibition experiments in cultured murine calvarial cells.,"Cell culture medium supplemented with glucose, glutamine, and free fatty acids.",,"Standard cell culture conditions, pH not specified.",,Primary murine calvarial cells,,
PMID32905773,reaction_7,in vivo,Inhibition experiments in cultured murine calvarial cells.,"Cell culture medium supplemented with glucose, glutamine, and free fatty acids.",,"Standard cell culture conditions, pH not specified.",,Primary murine calvarial cells,,
PMID32905773,reaction_8,in vivo,Inhibition experiments in cultured murine calvarial cells.,"Cell culture medium supplemented with glucose, glutamine, and free fatty acids.",,"Standard cell culture conditions, pH not specified.",,Primary murine calvarial cells,,
PMID32911631,reaction_1,in vitro,"Recombinant enzyme assay with purified components (XanL[coYcf54], Fd, FNR) and an NADPH regenerating system.","20 mM Tricine and 10 mM HEPES, 25 mM MgCl2, 1 mM DTT, 10 mM glucose-6-phosphate, 0.03 units/µL glucose-6-phosphate dehydrogenase, 0.5 mM NADPH, 90 µg/µL catalase, 0.026% Triton X-100, 0.75 milli-units/µL Spinacia oleracea FNR, 0.5 µg/µL Spinacia oleracea ferredoxin",8.1,,30.0,Escherichia coli ArcticExpress (DE3),pETDuet-1HvXanLYcf54,"1 mM IPTG and 1 mM FeSO4 at OD600 0.5-0.6, followed by growth for 68 h at 15°C."
PMID32912682,reaction_1,in vivo,Shake flask fermentation with recombinant Corynebacterium glutamicum for 4-HIL production.,Optimized fermentation medium,,pH decreased from neutral to ~6.0 at 48h and rose to ~7.0 at 144h.,30.0,Corynebacterium glutamicum ssp. lactofermentum SN01,"pJYW-4 and its derivatives (e.g., pJYW-4-R8-ido, pJYW-4-R8-ido-R15-odhI-vgb)",Constitutive expression
PMID32913059,reaction_1,in vitro,Spectrophotometric assay following the reduction of bovine heart cytochrome c. End product analysis by Membrane Inlet Mass Spectrometry (MIMS).,"50 mM sodium phosphate, 50 mM NaCl",7.5,,60.0,,,
PMID32913059,reaction_2,in vitro,"Spectrophotometric assay following the reduction of 2,6-dichlorophenolindophenol (DCPIP).","20 mM potassium phosphate, 1 mM KCN, 1 mM phenazine ethosulfate, 200 μM DCPIP",7.2,,45.0,,,
PMID32913414,reaction_1,in vitro,Steady-state kinetic measurements by monitoring NADH oxidation.,20 mM KPi buffer (pH 7.5),7.5,,20.0,Rhodococcus erythropolis L88,pNitRC1(hcbA3)c-Hiss,Induced at 20°C
PMID32913414,reaction_2,in vitro,Reconstituted oxidative dehalogenase assay with HcbA1 and HcbA3.,20 mM phosphate buffer (pH 7.5),7.5,,28.0,Rhodococcus erythropolis L88,pCpiRC1(hcbA1)c-HIi,Induced at 28°C for 48 hr
PMID32915249,reaction_1,in vitro,Bidirectional transport assay across MDCKII-MRP1 cell monolayers on transwell inserts.,Opti-MEM buffer,,Not specified,37.0,Madin-Darby Canine Kidney (MDCK)II cells,,Constitutive overexpression
PMID32919113,reaction_1,in vitro,ADP-Glo kinase assay to measure inhibition of SphK2.,"40 mM Tris, 20 mM MgCl2, 0.1mg/mL BSA, 5% DMSO",8.0,,25.0,,,
PMID32921059,reaction_1,in vitro,Horseradish peroxidase (HRP)-coupled spectrophotometric assay measuring oxidation of ABTS at 420 nm.,50 mM Tris HCl buffer,8.0,,25.0,Escherichia coli BL21 (DE3) pRARE,pTBMalE,100 µM Isopropyl-B-D-1-thiogalactopyranoside (IPTG) at 20°C for 24 hours
PMID32928264,reaction_1,in vitro,"Activity measured in patient plasma samples using the DiviTum® assay, a refined ELISA-based method. The assay measures the phosphorylation of Bromodeoxyuridine (BrdU).",Samples were diluted 1/10 in a dilution buffer (composition not specified) and incubated with a reaction mixture.,,Not specified,,Endogenous (human plasma),,
PMID32930481,reaction_1,in vitro,Fluorometric enzyme-activity assay with 50 µM substrate concentration.,"20 mM Tris buffer, 0.1 mM EDTA, 200 mM NaCl",7.5,,25.0,,,
PMID32930481,reaction_2,in vitro,Fluorometric enzyme-activity assay with 50 µM substrate concentration.,"20 mM Tris buffer, 0.1 mM EDTA, 200 mM NaCl, 1 mM dithiothreitol",7.5,,25.0,,,
PMID32931912,reaction_1,in vitro,Enzyme (10 nM) and inhibitor (1 nM to 5 μM) were incubated for 5 min prior to addition of substrates NAD (300 μM) and IMP (250 μM). Production of NADH was monitored by fluorescence.,"50 mM Tris-HCl, 100 mM KCl, 3 mM EDTA, 1 mM dithiothreitol",8.0,,25.0,E. coli,,
PMID32931912,reaction_2,in vitro,Enzyme (20 nM) and inhibitor (1 nM to 5 μM) were incubated for 5 min prior to addition of substrates NAD (60 μM) and IMP (250 μM). Production of NADH was monitored by fluorescence.,"50 mM Tris-HCl, 100 mM KCl, 3 mM EDTA, 1 mM dithiothreitol",8.0,,25.0,E. coli,,
PMID32931912,reaction_3,in vitro,Inhibition assay,Not specified,,Not specified,,,,
PMID32933017,reaction_1,in vitro,SSM-based electrophysiology on native SR vesicles,Buffer containing 100 mM KCl,7.0,Experiment performed at pH 7.0 and 7.8 to demonstrate pH dependence of Ca2+/H+ exchange.,,,,
PMID32933017,reaction_2,in vitro,SSM-based electrophysiology on COS-1 microsomes expressing recombinant ATP7B,Reaction buffer containing dithiothreitol to reduce Cu2+ to Cu+,6.0,Experiment performed at pH 6.0 and 7.8 to demonstrate pH independence.,,COS-1 cells,,
PMID32933017,reaction_3,in vitro,SSM-based electrophysiology on COS-1 microsomes expressing recombinant ATP7A,Reaction buffer containing dithiothreitol to reduce Cu2+ to Cu+,,"pH independence was observed, similar to ATP7B.",,COS-1 cells,,
PMID32933017,reaction_4,in vitro,"SSM-based electrophysiology on purified, reconstituted proteoliposomes containing 90% PC and 10% PS.",,,,,,,
PMID32935896,reaction_1,in vitro,Ketone reduction with cofactor regeneration system.,"250 mM sodium phosphate, 10% glycerol, 1% DMSO",7.0,,25.0,Escherichia coli,,
PMID32935896,reaction_2,in vitro,Ketone reduction with cofactor regeneration system.,"250 mM sodium phosphate, 10% glycerol, 1% DMSO",7.0,,25.0,Escherichia coli,,
PMID32935896,reaction_3,in vitro,Ketone reduction with cofactor regeneration system.,"250 mM sodium phosphate, 10% glycerol, 1% DMSO",7.0,,25.0,Escherichia coli,,
PMID32935896,reaction_4,in vitro,Ketone reduction with cofactor regeneration system.,"250 mM sodium phosphate, 10% glycerol, 1% DMSO",7.0,,25.0,Escherichia coli,,
PMID32935896,reaction_5,in vitro,Ketone reduction with cofactor regeneration system.,"250 mM sodium phosphate, 10% glycerol, 1% DMSO",7.0,,25.0,Escherichia coli,,
PMID32935896,reaction_6,in vitro,Ketone reduction with cofactor regeneration system.,"250 mM sodium phosphate, 10% glycerol, 1% DMSO",7.0,,25.0,Escherichia coli,,
PMID32935896,reaction_7,in vitro,Steady-state kinetic analysis.,,,,,Escherichia coli,,
PMID32936453,reaction_1,in vivo,Whole-cell bioconversion in engineered Saccharomyces cerevisiae LRS6 strain in a 1L BIOSTAT bioreactor.,YP medium supplemented with 2% (w/v) galactose.,6.0,Controlled at 6.0 via automatic addition of 2M NaOH or 2M H2SO4.,30.0,Saccharomyces cerevisiae LRS6,Chromosomal integration at locus 511b.,"CYP725A4 expressed under the GAL1 promoter, and its cognate CPR under the weaker GAL3 promoter."
PMID32936453,reaction_2,in vivo,Whole-cell bioconversion in engineered Saccharomyces cerevisiae LRS6 strain in a 1L BIOSTAT bioreactor.,YP medium supplemented with 2% (w/v) galactose.,6.0,Controlled at 6.0 via automatic addition of 2M NaOH or 2M H2SO4.,30.0,Saccharomyces cerevisiae LRS6,Chromosomal integration at locus RKC3.,Expressed under the GAL1 promoter with a CYC1 terminator.
PMID32936453,reaction_3,in vivo,Side-reaction observed during whole-cell bioconversion in engineered Saccharomyces cerevisiae LRS6 strain in a BioLector Pro microbioreactor.,YP medium supplemented with 4% (w/v) galactose.,5.9,"Uncontrolled, final pH value was approximately 5.9.",30.0,Saccharomyces cerevisiae LRS6,Chromosomal integration at locus RKC3.,Expressed under the GAL1 promoter with a CYC1 terminator.
PMID32936835,reaction_1,in vitro,Alkalization and ammonia extrusion assays in liquid and solid media to assess enzyme function.,"For alkalization: 0.17% YNB, 1% casamino acids (CAA), 0.01% Bromocresol Purple (BCP). For ammonia release: YNB+CAA solid medium with 0.2% glucose, buffered with 50 mM MOPS.",4.0,Initial pH for liquid alkalization assay. Ammonia release assay was performed at pH 7.4.,37.0,Candida albicans,pFA-GFPγ-URA3 (source for PCR cassette),"Expression is repressed by high glucose (2%) and induced in low glucose (0.2%), glycerol, or amino acid-rich media (YNB+CAA)."
PMID32937119,reaction_1,in vitro,pppGpp synthetase activity measured by high-performance liquid chromatography (HPLC).,Not specified,,,,,,
PMID32937119,reaction_2,in vitro,pppGpp hydrolase activity measured by high-performance liquid chromatography (HPLC).,Not specified,,,,,,
PMID32937698,reaction_1,in vivo,Functional characterization via heterologous expression in E. coli WC3110 and transgenic Arabidopsis thaliana.,LB liquid medium (for E. coli assay); 1/5 HS solution (for A. thaliana assay),,Not specified,16.0,Escherichia coli WC3110; Arabidopsis thaliana,"pCold-TF (for E. coli), pSN1305 (for A. thaliana)","1 mM IPTG, 16°C (for E. coli assay)"
PMID32937698,reaction_2,in vivo,Functional characterization via heterologous expression in E. coli WC3110 and transgenic Arabidopsis thaliana.,LB liquid medium (for E. coli assay); 1/5 HS solution (for A. thaliana assay),,Not specified,16.0,Escherichia coli WC3110; Arabidopsis thaliana,"pCold-TF (for E. coli), pSN1305 (for A. thaliana)","1 mM IPTG, 16°C (for E. coli assay)"
PMID32938931,reaction_1,in vivo,Whole-cell DMSP production assay under varying hydrostatic pressure,MBM medium with reduced nitrogen (0.5 mM NH4Cl) and no added methylated sulfur compounds,,,25.0,,,
PMID32938931,reaction_2,in vivo,Whole-cell DMSP production assay under varying hydrostatic pressure,MBM medium with reduced nitrogen (0.5 mM NH4Cl) and no added methylated sulfur compounds,,,25.0,,,
PMID32938931,reaction_3,in vivo,Whole-cell DMSP production assay under varying hydrostatic pressure and survival assay for mutants.,MBM medium with reduced nitrogen (0.5 mM NH4Cl) and no added methylated sulfur compounds,,,25.0,,,
PMID32938931,reaction_4,in vivo,Whole-cell DMSP production assay under varying hydrostatic pressure and survival assay for mutants.,MBM medium with reduced nitrogen (0.5 mM NH4Cl) and no added methylated sulfur compounds,,,25.0,,,
PMID32938938,reaction_1,in vitro,Time-dependent spectroscopic monitoring of NADH production at 340 nm.,"50 mM HEPES-KOH, 20 mM KCl, 1 mM DTT",7.5,,,Neurospora crassa,,
PMID32942681,reaction_1,in vitro,SMS enzyme activity assay using supernatant from sperm homogenate.,"50 mM Tris-HCl, 25 mM KCl",7.4,,37.0,,,
PMID32943628,reaction_1,in vitro,Pre-steady state rapid quench-flow kinetics,"20 mM HEPES pH 7.5, 5 mM MgCl2, 50 mM NaCl",7.5,,22.0,Escherichia coli BL21/pG-Tf2,pJ404,"250 µM IPTG, 17°C, overnight"
PMID32943628,reaction_2,in vitro,Pre-steady state rapid quench-flow kinetics,"20 mM HEPES pH 7.5, 5 mM MgCl2, 50 mM NaCl",7.5,,22.0,Escherichia coli BL21/pG-Tf2,pJ404,"250 µM IPTG, 17°C, overnight"
PMID32943628,reaction_3,in vitro,NTP-analogue incorporation assay,"20 mM HEPES pH 7.5, 50 mM NaCl and 5 mM MgCl2",7.5,,25.0,Escherichia coli BL21/pG-Tf2,pJ404,"250 µM IPTG, 17°C, overnight"
PMID32943628,reaction_4,in vitro,NTP-analogue incorporation assay,"20 mM HEPES pH 7.5, 50 mM NaCl and 5 mM MgCl2",7.5,,25.0,Escherichia coli BL21/pG-Tf2,pJ404,"250 µM IPTG, 17°C, overnight"
PMID32943628,reaction_5,in vitro,NTP-analogue incorporation assay,"20 mM HEPES pH 7.5, 50 mM NaCl and 5 mM MgCl2",7.5,,25.0,Escherichia coli BL21/pG-Tf2,pJ404,"250 µM IPTG, 17°C, overnight"
PMID32943628,reaction_6,in vitro,NTP-analogue incorporation assay,"20 mM HEPES pH 7.5, 50 mM NaCl and 5 mM MgCl2",7.5,,25.0,Escherichia coli BL21/pG-Tf2,pJ404,"250 µM IPTG, 17°C, overnight"
PMID32943628,reaction_7,in vitro,Elongation assay,"20 mM HEPES pH 7.5, 50 mM NaCl and 5 mM MgCl2",7.5,,25.0,Escherichia coli BL21/pG-Tf2,pJ404,"250 µM IPTG, 17°C, overnight"
PMID32943628,reaction_8,in vitro,Pre-steady state rapid quench-flow kinetics,"20 mM HEPES pH 7.5, 5 mM MgCl2, 50 mM NaCl",7.5,,22.0,Escherichia coli BL21/pG-Tf2,pJ404,"250 µM IPTG, 17°C, overnight"
PMID32945115,reaction_1,in vivo,AEC resistance assay in E. coli BL21 cells to test for lysine feedback inhibition.,E. coli BL21 growth medium with 12 mM S-(2-aminoethyl)-L-cysteine (AEC),,,,Escherichia coli BL21,pET-30a,
PMID32945115,reaction_2,in vivo,AEC resistance assay in E. coli BL21 cells to test for lysine feedback inhibition.,E. coli BL21 growth medium with 12 mM S-(2-aminoethyl)-L-cysteine (AEC),,,,Escherichia coli BL21,pET-30a,
PMID32946884,reaction_1,in vivo,Whole-cell biotransformation with resting cells at semi-preparative scale,0.1 M potassium phosphate buffer (pH 7.4) supplemented with 20 mM glucose,7.4,,25.0,E. coli BW25113,pBAD18-TDO,"10 mM L-arabinose, 20°C, 20 h"
PMID32946884,reaction_2,in vivo,Whole-cell biotransformation with resting cells and in vitro with cell-free extracts,0.1 M potassium phosphate buffer (pH 7.4),7.4,,30.0,E. coli BW25113,,
PMID32946884,reaction_3,in vivo,Whole-cell biotransformation with resting cells,0.1 M potassium phosphate buffer (pH 7.4) supplemented with 20 mM glucose,7.4,,30.0,E. coli BW25113,pBAD18-TDO,
PMID32946884,reaction_4,in vivo,Whole-cell biotransformation with resting cells,0.1 M potassium phosphate buffer (pH 7.4) supplemented with 20 mM glucose,7.4,,30.0,E. coli BW25113,,
PMID32949280,reaction_1,in vitro,Kinetic constants determination,100 mM sodium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,pPICZA,Methanol induction at 25°C for 9 days in fed-batch cultivation
PMID32949280,reaction_2,in vitro,Kinetic constants determination,100 mM sodium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,pPICZA,Methanol induction at 25°C for 9 days in fed-batch cultivation
