literature_id,reaction_id,inhibitor_name,inhibition_type,inhibitor_smiles,synonyms,activity_qualitative,inhibition_qualitative,details,notes
PMID32432915,reaction_1,γ-butyrobetaine,Substrate inhibition,,,,,,"Substrate inhibition was observed at γ-butyrobetaine concentrations ≥ 0.6 mM. The inhibition characteristics (complete vs. partial) varied with animal age and tissue source. For liver, the rate constant for complete inhibition (K'/K) ranged from 0.18-0.57 mM and for partial inhibition (K'si) from 0.0002-0.28 mM. For kidney, K'/K ranged from 0.09-0.67 mM and K'si from 0.003-0.24 mM."
PMID32436380,reaction_1,L-Cysteine,Substrate inhibition,,,,,Enzyme activity was inhibited in the presence of >1.0 mM L-Cys.,
PMID32437808,reaction_1,Naringenin,Uncompetitive,,,,,,"Kinetic parameters were determined in the presence of varying concentrations of naringenin. At 1.0 µM: Km=1.12 µM, Vmax=0.065 µM/min. At 5.0 µM: Km=0.65 µM, Vmax=0.034 µM/min. At 10.0 µM: Km=0.46 µM, Vmax=0.023 µM/min."
PMID32457294,reaction_1_neddylation,MLN4924,"Inhibitor of NAE (NEDD8-activating enzyme E1, UBA3)",,,,,,
PMID32459092,reaction_1,PF-06928215,,,,,,,
PMID32459092,reaction_1,RU.521,,,,,,,
PMID32459092,reaction_1,Compound 18,,,,,,,
PMID32459092,reaction_1,Compound S2,,,,,,,
PMID32459092,reaction_1,Compound S3,,,,,,,
PMID32459092,reaction_1,Compound 3,,,,,,,39.9% inhibition at 100 µM. Binding confirmed by TSA (ΔTm = 2.50 °C) and crystallography (PDB: 6LRE).
PMID32459092,reaction_1,Compound 17,,,,,,,29.9% inhibition at 100 µM. Binding confirmed by TSA (ΔTm = 2.90 °C) and crystallography (PDB: 6LRI).
PMID32459092,reaction_1,Compound 23,,,,,,,21.8% inhibition at 100 µM. Binding confirmed by TSA (ΔTm = 1.77 °C) and crystallography (PDB: 6LRJ).
PMID32459092,reaction_1,Compound 40,,,,,,,16.8% inhibition at 100 µM. Binding confirmed by TSA (ΔTm = 1.14 °C) and crystallography (PDB: 6LRK).
PMID32459374,reaction_1_CaCYP51,5b,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,5c,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,5d,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,5e,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,5f,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,5g,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,5h,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,5i,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,5j,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,5k,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,7,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,12a,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,12b,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,12c,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,12d,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,Fluconazole,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,Posaconazole,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,Voriconazole,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,Itraconazole,Type II binding,,,,,,
PMID32459374,reaction_1_CaCYP51,Ketoconazole,Type II binding,,,,,,
PMID32459374,reaction_2_HsCYP51,5d,Type II binding,,,,,,
PMID32459374,reaction_2_HsCYP51,5f,Type II binding,,,,,,
PMID32459374,reaction_2_HsCYP51,12c,Type II binding,,,,,,
PMID32459374,reaction_2_HsCYP51,Fluconazole,Type II binding,,,,,,
PMID32459374,reaction_2_HsCYP51,Posaconazole,Type II binding,,,,,,
PMID32459374,reaction_2_HsCYP51,Voriconazole,Type II binding,,,,,,
PMID32459374,reaction_2_HsCYP51,Itraconazole,Type II binding,,,,,,
PMID32459374,reaction_2_HsCYP51,Ketoconazole,Type II binding,,,,,,
PMID32469443,reaction_1,HMP-15 (N-(1-benzylpiperidin-4-yl)-6-nitroquinazolin-4-amine),,,,,,,
PMID32469443,reaction_1,HMP-05 (N-carbamimidoyl-4-(6-nitroquinazolin-4-ylamino)benzenesulfonamide),,,,,,,
PMID32469443,reaction_1,HMP-14 (2-(2-(6-nitroquinazolin-4-ylamino)ethoxy)ethanol),,,,,,,
PMID32469443,reaction_1,"HMP-21 (N1-(6-nitroquinazolin-4-yl)benzene-1,2-diamine)",,,,,,,
PMID32469443,reaction_1,HMP-07 (N-(6-nitroquinazolin-4-yl)thiazol-2-amine),,,,,,,
PMID32469443,reaction_1,"HMP-10 (N-(6-nitroquinazolin-4-yl)-5-(trifluoromethyl)-1,3,4-thiadiazol-2-amine)",,,,,,,
PMID32469443,reaction_1,"HMP-23 (6-nitro-N-(3,4,5-trimethoxyphenyl)quinazolin-4-amine)",,,,,,,
PMID32469443,reaction_1,HMP-04 (N-(4-(6-nitroquinazolin-4-ylamino)phenylsulfonyl)acetamide),,,,,,,
PMID32485238,reaction_1,acetyl-CoA,Allosteric. Increases KM for L-malate. Sigmoidal inhibition curve (Hill coefficient = 1.9).,,,,,,
PMID32485238,reaction_1,CoASH,Slight inhibitor. Relieves acetyl-CoA inhibition. Sigmoidal binding curve (Hill coefficient = 2.2).,,,,,,
PMID32485238,reaction_2,acetyl-CoA,Strong inhibitor,,,,,,
PMID32485238,reaction_3,acetyl-CoA,Mixed. Increases apparent KM for L-malate and reduces Vmax. Hyperbolic inhibition curve.,,,,,,
PMID32485238,reaction_3,CoASH,Inhibitor. Effect is additive to acetyl-CoA inhibition.,,,,,,
PMID32496217,reaction_1,"2,4-diaminopyrimido[4,5-b]indol-6-ol (1)",Competitive,,,,,,
PMID32531315,reaction_1,4-hydroxybenzoic acid,Competitive,,,,,,
PMID32531315,reaction_1,formic acid,No inhibition observed up to 1.25 mM,,,,,,
PMID32534087,reaction_1,Cu2+,Complete inhibition,,,,,,
PMID32534087,reaction_1,Zn2+,Complete inhibition,,,,,,
PMID32534087,reaction_1,EDTA,Weak inhibition,,,,,,
PMID32534087,reaction_1,diethyldithiocarbamate,Weak inhibition,,,,,,
PMID32544743,reaction_1,Methylmercury chloride,"The study investigated the effect of chronic in vivo administration of MeHg (0.04 mg/kg/day for 60 days) on enzyme activity measured ex vivo. A significant decrease in neuropil reactivity was observed. The mechanism was not determined but suggested to be related to impaired synthesis or transport of the enzyme, or excitotoxicity.",,,,,,
PMID32546622,reaction_1,wortmannin,Not specified,,,,,Significantly inhibited phosphorylation of PI in a concentration-dependent manner (tested at 0.1 µM and 1 µM).,
PMID32546622,reaction_2,wortmannin,Not specified,,,,,"Significantly inhibited phosphorylation of PI(4,5)P2 in a concentration-dependent manner (tested at 0.1 µM and 1 µM).",
PMID32553892,reaction_1,L-(+)-tartrate,,,,,,,
PMID32553892,reaction_1,anthranilic acid,,,,,,,
PMID32553892,reaction_1,5-aminonicotinic acid,Competitive,,5-AN,,,,
PMID32553892,reaction_1,"pyrido[2,3-b]pyrazine-2,3(1H,4H)-dione",Competitive,,DPPD,,,,
PMID32556414,reaction_1,Cu2+,Complete inhibition,,,,,,
PMID32556414,reaction_1,Ag+,Complete inhibition,,,,,,
PMID32556414,reaction_1,Ni2+,Inhibition,,,,,,
PMID32556414,reaction_1,Zn2+,Inhibition,,,,,,
PMID32556414,reaction_1,Co2+,Inhibition,,,,,,
PMID32556414,reaction_1,KCl,Inhibition,,,,,,
PMID32556414,reaction_1,NaCl,Inhibition,,,,,,
PMID32556414,reaction_2,Cu2+,Complete inhibition,,,,,,
PMID32556414,reaction_2,Ag+,Complete inhibition,,,,,,
PMID32556414,reaction_2,Ni2+,Inhibition,,,,,,
PMID32556414,reaction_2,Zn2+,Inhibition,,,,,,
PMID32556414,reaction_2,Co2+,Inhibition,,,,,,
PMID32556414,reaction_2,KCl,Inhibition,,,,,,
PMID32556414,reaction_2,NaCl,Inhibition,,,,,,
PMID32556414,reaction_3,Cu2+,Complete inhibition,,,,,,
PMID32556414,reaction_3,Ag+,Complete inhibition,,,,,,
PMID32556414,reaction_3,Ni2+,Inhibition,,,,,,
PMID32556414,reaction_3,Zn2+,Inhibition,,,,,,
PMID32556414,reaction_3,Co2+,Inhibition,,,,,,
PMID32556414,reaction_3,KCl,Inhibition,,,,,,
PMID32556414,reaction_3,NaCl,Inhibition,,,,,,
PMID32556414,reaction_4,Cu2+,Complete inhibition,,,,,,
PMID32556414,reaction_4,Ag+,Complete inhibition,,,,,,
PMID32556414,reaction_4,Ni2+,Inhibition,,,,,,
PMID32556414,reaction_4,Zn2+,Inhibition,,,,,,
PMID32556414,reaction_4,Co2+,Inhibition,,,,,,
PMID32556414,reaction_4,KCl,Inhibition,,,,,,
PMID32556414,reaction_4,NaCl,Inhibition,,,,,,
PMID32556414,reaction_5,Cu2+,Complete inhibition,,,,,,
PMID32556414,reaction_5,Ag+,Complete inhibition,,,,,,
PMID32556414,reaction_5,Ni2+,Inhibition,,,,,,
PMID32556414,reaction_5,Zn2+,Inhibition,,,,,,
PMID32556414,reaction_5,Co2+,Inhibition,,,,,,
PMID32556414,reaction_5,KCl,Inhibition,,,,,,
PMID32556414,reaction_5,NaCl,Inhibition,,,,,,
PMID32556414,reaction_6,Cu2+,Complete inhibition,,,,,,
PMID32556414,reaction_6,Ag+,Complete inhibition,,,,,,
PMID32556414,reaction_6,Ni2+,Inhibition,,,,,,
PMID32556414,reaction_6,Zn2+,Inhibition,,,,,,
PMID32556414,reaction_6,Co2+,Inhibition,,,,,,
PMID32556414,reaction_6,KCl,Inhibition,,,,,,
PMID32556414,reaction_6,NaCl,Inhibition,,,,,,
PMID32556414,reaction_7,Cu2+,Complete inhibition,,,,,,
PMID32556414,reaction_7,Ag+,Complete inhibition,,,,,,
PMID32556414,reaction_7,Ni2+,Inhibition,,,,,,
PMID32556414,reaction_7,Zn2+,Inhibition,,,,,,
PMID32556414,reaction_7,Co2+,Inhibition,,,,,,
PMID32556414,reaction_7,KCl,Inhibition,,,,,,
PMID32556414,reaction_7,NaCl,Inhibition,,,,,,
PMID32556414,reaction_8,Cu2+,Complete inhibition,,,,,,
PMID32556414,reaction_8,Ag+,Complete inhibition,,,,,,
PMID32556414,reaction_8,Ni2+,Inhibition,,,,,,
PMID32556414,reaction_8,Zn2+,Inhibition,,,,,,
PMID32556414,reaction_8,Co2+,Inhibition,,,,,,
PMID32556414,reaction_8,KCl,Inhibition,,,,,,
PMID32556414,reaction_8,NaCl,Inhibition,,,,,,
PMID32565080,reaction_1,Ascochlorin,,,,,,,
PMID32565080,reaction_1,Ascofuranone,,,,,,,
PMID32565080,reaction_1,Colletochlorin B,,,,,,,
PMID32565080,reaction_1,Colletochlorin D,,,,,,,
PMID32565080,reaction_1,Octyl-gallate,,,,,,,
PMID32565080,reaction_1,Salicylic hydroxamic acid,,,,,,,
PMID32569353,reaction_1,α-methyl-L-tyrosine,Mixed type,,,,,,
PMID32569353,reaction_1,N-methyl-L-tyrosine,Non-competitive,,,,,,
PMID32579353,reaction_1,O2,,,,,,Activity of Y'227C variant is reduced from 40 s⁻¹ (N2) to 7 s⁻¹ in air (20% O2).,
PMID32579353,reaction_1,H2,Product inhibition,,,,,Relieving H2 in headspace increases the reaction rate.,
PMID32580556,reaction_3,Sulfathiazole,Competitive with pABA,,,,,,
PMID32591507,reaction_2,Difluoromethylornithine,Irreversible inhibitor,,DFMO,,,,
PMID32591507,reaction_2,JQ1,Inhibitor,,,,,"JQ1 treatment significantly inhibited ODC activity, likely through repression of MYC which regulates ODC expression.",
PMID32591507,reaction_3,Spermidine,Direct inhibitor,,,,,,
PMID32601391,reaction_3,Hypotaurine,Slight inhibition,,,,,,
PMID32601391,reaction_3,L-Cysteine sulfinic acid,Strong inhibition,,,,,,
PMID32601857,reaction_1,DTT,Not specified,,,,,,Relative activity was 44.16% at 0.05 mM and 59.44% at 0.1 mM.
PMID32601857,reaction_1,EDTA,Not specified,,,,,,Relative activity was 11.16% at 5 mM and 35.12% at 10 mM.
PMID32601857,reaction_1,Sodium azide,Not specified,,,,,,Relative activity was 36.11% at 0.5 mM and 62.22% at 1 mM.
PMID32601857,reaction_1,Zn+2,Not specified,,,,,,Relative activity was 88% at 1 mM and 34% at 3 mM.
PMID32601857,reaction_1,Hg+2,Not specified,,,,,,Relative activity was 56% at 1 mM and 5% at 3 mM.
PMID32608439,reaction_3,dicoumarol,Inhibitor (type not specified),,,,,,
PMID32621793,reaction_1,Triton X-100,Uncompetitive,,,,,,
PMID32621793,reaction_2,Triton X-100,Uncompetitive,,,,,,
PMID32632475,reaction_2,Lanthanum chloride (LaCl3),"Indirect inhibition. LaCl3 (5 mM) acts as a plasma membrane Ca2+ channel blocker, which reduces intracellular Ca2+ and subsequently decreases enzyme expression/secretion, leading to significantly decreased CMCase activity.",,,,,,
PMID32632475,reaction_3,Lanthanum chloride (LaCl3),"Indirect inhibition. LaCl3 (5 mM) acts as a plasma membrane Ca2+ channel blocker, which reduces intracellular Ca2+ and subsequently decreases enzyme expression/secretion, leading to significantly decreased pNPGase activity.",,,,,,
PMID32634742,reaction_1,Nutlin-3a,No inhibition observed,,,,,,Nutlin-3a did not affect the enzymatic activity of recombinant PGAM in vitro (Figure S8C).
PMID32645646,reaction_1,3a (RTC1),,,,,,,
PMID32645646,reaction_1,3i,,,,,,,
PMID32645646,reaction_1,7a,,,,,,,
PMID32645646,reaction_1,9d,,,,,,,
PMID32645646,reaction_1,9f,,,,,,,
PMID32645646,reaction_1,16c,,,,,,,
PMID32645646,reaction_1,3b,,,,,,,
PMID32645646,reaction_1,3e,,,,,,,
PMID32645646,reaction_1,5e,,,,,,,
PMID32645646,reaction_1,7c,,,,,,,
PMID32645646,reaction_1,17,,,,,,,
PMID32645646,reaction_1,rotenone,Known inhibitor used for assay specificity confirmation,,,,,,
PMID32645646,reaction_2,3a (RTC1),,,,,,,
PMID32645646,reaction_3,3a (RTC1),,,,,,,
PMID32645646,reaction_4,3a (RTC1),,,,,,,
PMID32645646,reaction_5,3a (RTC1),,,,,,,
PMID32645646,reaction_6,3a (RTC1),,,,,,,
PMID32653636,reaction_1,Phenylpyruvic acid,No inhibition observed up to 5.0 mM,,,,,,
PMID32653636,reaction_1,L-phenylalanine,No substrate inhibition observed up to 40 mM,,,,,,
PMID32668380,reaction_1,δ-Garcinoic acid (1),,,,,,,
PMID32668380,reaction_1,α-Garcinoic acid (2),,,,,,,
PMID32668380,reaction_1,β-Garcinoic acid (3),,,,,,,
PMID32668380,reaction_1,Garcinamide 4,,,,,,,
PMID32668380,reaction_1,Garcinamide 5,,,,,,,
PMID32668380,reaction_1,Garcinamide 6,,,,,,,
PMID32668380,reaction_1,Garcinamide 7,,,,,,,
PMID32668380,reaction_1,Garcinamide 8,,,,,,,
PMID32668380,reaction_1,Garcinamide 9,,,,,,,
PMID32668380,reaction_1,Garcinamide 10,,,,,,,
PMID32668380,reaction_1,Garcinamide 11,,,,,,,
PMID32668380,reaction_1,Garcinamide 12,,,,,,,
PMID32668380,reaction_1,Garcinamide 15,,,,,,,
PMID32668380,reaction_1,Garcinamide 16,,,,,,,
PMID32668380,reaction_1,Garcinamide 17,,,,,,,
PMID32668380,reaction_1,Garcinamide 18,,,,,,,
PMID32668380,reaction_1,Garcinamide 19,,,,,,,
PMID32668380,reaction_1,Garcinamide 20,,,,,,,
PMID32668380,reaction_1,Garcinamide 21,,,,,,,
PMID32668380,reaction_1,Garcinamide 22,,,,,,,
PMID32668380,reaction_1,Garcinamide 23,,,,,,,
PMID32668380,reaction_1,Garcinamide 24,,,,,,,
PMID32668380,reaction_1,Garcinamide 25,,,,,,,
PMID32668380,reaction_1,Zileuton,,,,,,,
PMID32668380,reaction_2,δ-Garcinoic acid (1),,,,,,,
PMID32668380,reaction_2,α-Garcinoic acid (2),,,,,,,
PMID32668380,reaction_2,β-Garcinoic acid (3),,,,,,,
PMID32668380,reaction_2,Garcinamide 4,,,,,,,
PMID32668380,reaction_2,Garcinamide 5,,,,,,,
PMID32668380,reaction_2,Garcinamide 6,,,,,,,
PMID32668380,reaction_2,Garcinamide 9,,,,,,,
PMID32668380,reaction_2,Garcinamide 10,,,,,,,
PMID32668380,reaction_2,Garcinamide 12,,,,,,,
PMID32668380,reaction_2,Garcinamide 14,,,,,,,
PMID32668380,reaction_2,Garcinamide 16,,,,,,,
PMID32668380,reaction_2,Garcinamide 17,,,,,,,
PMID32668380,reaction_2,Garcinamide 20,,,,,,,
PMID32668380,reaction_2,Garcinamide 21,,,,,,,
PMID32668380,reaction_2,Garcinamide 22,,,,,,,
PMID32668380,reaction_2,Garcinamide 24,,,,,,,
PMID32668380,reaction_2,Garcinamide 25,,,,,,,
PMID32668380,reaction_2,Garcinamide 26,,,,,,,
PMID32668380,reaction_2,Zileuton,,,,,,,
PMID32671046,reaction_1,Hypoxanthine,Substrate inhibition,,,,,,
PMID32685828,reaction_2,darunavir,Protease inhibitor (used to quench reaction),,,,,,
PMID32686865,reaction_2,DAPT,γ-secretase inhibitor,,,,,,
PMID32688200,reaction_1,Compound 7,,,,,,,
PMID32688200,reaction_1,Compound 14a,,,,,,,
PMID32688200,reaction_1,Compound 14b,,,,,,,
PMID32688200,reaction_1,Compound 14c,,,,,,,
PMID32688200,reaction_1,Compound 14d,,,,,,,
PMID32688200,reaction_1,Compound 14e,,,,,,,
PMID32688200,reaction_1,Compound 14f,,,,,,,
PMID32688200,reaction_1,Compound 14g,,,,,,,
PMID32688200,reaction_1,Compound 14h,,,,,,,
PMID32688200,reaction_1,Compound 14i,,,,,,,
PMID32688200,reaction_1,Compound 14j,,,,,,,
PMID32688200,reaction_1,Compound 14k,,,,,,,
PMID32688200,reaction_1,Compound 14l,,,,,,,
PMID32688200,reaction_1,Compound 14m,,,,,,,
PMID32688200,reaction_1,Compound 14n,,,,,,,
PMID32688200,reaction_1,Compound 20a,,,,,,,
PMID32688200,reaction_1,Compound 20b,,,,,,,
PMID32688200,reaction_1,Compound 20c,,,,,,,
PMID32688200,reaction_1,Compound 20d,,,,,,,
PMID32688200,reaction_1,Compound 20e,,,,,,,
PMID32688200,reaction_1,Compound 20f,,,,,,,
PMID32688200,reaction_1,Compound 20g,,,,,,,
PMID32688200,reaction_1,Compound 20h,,,,,,,
PMID32688200,reaction_1,Compound 20i,,,,,,,
PMID32688200,reaction_1,Compound 20j,,,,,,,
PMID32688200,reaction_1,Compound 20k,,,,,,,
PMID32688200,reaction_2,Compound 7,,,,,,,
PMID32688200,reaction_2,Compound 14a,,,,,,,
PMID32688200,reaction_2,Compound 14b,,,,,,,
PMID32688200,reaction_2,Compound 14c,,,,,,,
PMID32688200,reaction_2,Compound 14d,,,,,,,
PMID32688200,reaction_2,Compound 14e,,,,,,,
PMID32688200,reaction_2,Compound 14f,,,,,,,
PMID32688200,reaction_2,Compound 14g,,,,,,,
PMID32688200,reaction_2,Compound 14h,,,,,,,
PMID32688200,reaction_2,Compound 14i,,,,,,,
PMID32688200,reaction_2,Compound 14j,,,,,,,
PMID32688200,reaction_2,Compound 14k,,,,,,,
PMID32688200,reaction_2,Compound 14l,,,,,,,
PMID32688200,reaction_2,Compound 14m,,,,,,,
PMID32688200,reaction_2,Compound 14n,,,,,,,
PMID32688200,reaction_2,Compound 20a,,,,,,,
PMID32688200,reaction_2,Compound 20b,,,,,,,
PMID32688200,reaction_2,Compound 20c,,,,,,,
PMID32688200,reaction_2,Compound 20d,,,,,,,
PMID32688200,reaction_2,Compound 20e,,,,,,,
PMID32688200,reaction_2,Compound 20f,,,,,,,
PMID32688200,reaction_2,Compound 20g,,,,,,,
PMID32688200,reaction_2,Compound 20h,,,,,,,
PMID32688200,reaction_2,Compound 20i,,,,,,,
PMID32688200,reaction_2,Compound 20j,,,,,,,
PMID32688200,reaction_2,Compound 20k,,,,,,,
PMID32714915,reaction_1_free_enzyme,UTP,Substrate inhibition,,,,,,
PMID32714915,reaction_1_free_enzyme,EDTA,Chelation of Mg2+,,,,,50 mM EDTA decreased activity to 1% residual conversion.,
PMID32714915,reaction_2_immobilized_enzyme,UTP,Substrate inhibition,,,,,,
PMID32716961,reaction_9,MG132,Proteasome inhibitor,,,,,,
PMID32717224,reaction_1,diethylaminobenzaldehyde,"Time-dependent, reversible inhibition (slow, tight-binding or covalent reversible).",,,,,,
PMID32730563,reaction_1,benzoate,Competitive,,,,,,
PMID32730563,reaction_2,benzoate,Competitive,,,,,,
PMID32730563,reaction_3,benzoate,Competitive,,,,,,
PMID32731629,reaction_1a,Apoferritin,Mixed,,,,,,
PMID32731629,reaction_1a,Apoferritin-silver nanoparticles,Mixed,,,,,,
PMID32731629,reaction_1a,Apoferritin-gold nanoparticles,Mixed,,,,,,
PMID32731629,reaction_1a,Apoferritin-platinum nanoparticles,Mixed,,,,,,
PMID32731629,reaction_1b,Apoferritin,Mixed,,,,,,
PMID32731629,reaction_1b,Apoferritin-silver nanoparticles,Mixed,,,,,,
PMID32731629,reaction_1b,Apoferritin-gold nanoparticles,Mixed,,,,,,
PMID32731629,reaction_1b,Apoferritin-platinum nanoparticles,Mixed,,,,,,
PMID32732027,reaction_1,Cu2+,,,,,,,Nearly eliminated the enzymatic activity at 10 mM concentration.
PMID32732027,reaction_1,Ca2+,,,,,,,Considerably decreased activity at 10 mM concentration.
PMID32732027,reaction_1,Ba2+,,,,,,,Considerably decreased activity at 10 mM concentration.
PMID32732027,reaction_1,Ni2+,,,,,,,Considerably decreased activity at 10 mM concentration.
PMID32732027,reaction_1,EDTA,,,,,,,"Inhibited activity, likely by chelating Mg2+."
PMID32732035,reaction_1,(-)-Camphor,Competitive,,,,,,
PMID32732035,reaction_2,(-)-Camphor,Competitive,,,,,,
PMID32732035,reaction_3,(+)-Camphor,Competitive,,,,,,
PMID32732035,reaction_4,(+)-Camphor,Competitive,,,,,,
PMID32732043,reaction_1,Cu2+,Not specified,,,,,,
PMID32732043,reaction_1,Zn2+,Not specified,,,,,,
PMID32732043,reaction_1,Hg2+,Not specified,,,,,,
PMID32735861,reaction_2,HQNO,,,,,,100% inhibition at 10µM,
PMID32735861,reaction_2,Antimycin A,,,,,,55% inhibition at 27µM,
PMID32735861,reaction_5,HQNO,,,,,,Completely inhibited by 10µM HQNO,
PMID32735861,reaction_5,KCN,,,,,,90% inhibition at 2mM; 47% inhibition at 500µM,
PMID32735861,reaction_6,HQNO,,,,,,Completely inhibited by 40µM HQNO,
PMID32738969,reaction_1,Jujubogenin,Not specified,,,,,,"Decreased CK-MM activity by 16.9% at 5 μM, 11.9% at 10 μM, and 5.7% at 40 μM. SMILES: [C@H]1(O)CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@H]2[C@H]4[C@@](C)(O)C[C@H](C=C(C)C)O[C@]45C[C@]23CO5)C1(C)C"
PMID32744783,reaction_1,N00,"Conformation-specific nanobody that blocks the opening of the periplasmic side, stabilizing an inward-open conformation.",,,,,,
PMID32745463,reaction_1,N-hydroxy-N-isopropyloxamate,"Slow, tight-binding, competitive",,,,,,
PMID32745463,reaction_1,"cyclopropane-1,1-dicarboxylate","Reversible, competitive",,,,,,
PMID32745463,reaction_1,2-methylphosphinoyl-2-hydroxyacetic acid,"Reversible, competitive",,,,,,
PMID32745463,reaction_3,N-hydroxy-N-isopropyloxamate,"Irreversible, slow-binding",,,,,,
PMID32745463,reaction_3,"cyclopropane-1,1-dicarboxylate","Reversible, competitive",,,,,,
PMID32745463,reaction_3,2-methylphosphinoyl-2-hydroxyacetic acid,"Reversible, competitive",,,,,,
PMID32745735,reaction_1,Compound 14,,,,,,,
PMID32745735,reaction_1,Compound 19,,,,,,,
PMID32745735,reaction_1,Compound 20,,,,,,,
PMID32745735,reaction_1,Compound 21,,,,,,,
PMID32745735,reaction_1,Compound 22,,,,,,,
PMID32745735,reaction_1,Compound 23,,,,,,,
PMID32745735,reaction_1,Compound 24,,,,,,,
PMID32745735,reaction_1,Compound 25,,,,,,,
PMID32745735,reaction_1,Compound 26,,,,,,,
PMID32745735,reaction_1,Compound 27,,,,,,,
PMID32745735,reaction_1,Compound 28,,,,,,,
PMID32745735,reaction_1,Compound 29,,,,,,,
PMID32745735,reaction_1,Compound 30,,,,,,,
PMID32745735,reaction_1,Compound 31,,,,,,,
PMID32745735,reaction_1,Compound 32,,,,,,,
PMID32745735,reaction_1,Compound 33,,,,,,,
PMID32745735,reaction_1,Compound 34,,,,,,,
PMID32748014,reaction_1,Proline,Feedback inhibition,,,,,,
PMID32752273,reaction_1,3-oxo-C12-HSL,Non-inhibitory,,,,,,Tested at 5 µM. Did not significantly affect GLuc bioluminescence.
PMID32752273,reaction_1,C12-TMA,Non-inhibitory,,,,,,Tested at 5 µM. Did not significantly affect GLuc bioluminescence.
PMID32752273,reaction_1,C12-TOA,Non-inhibitory,,,,,,Tested at 5 µM. Was not shown to significantly decrease GLuc bioluminescence.
PMID32762529,reaction_1,Kojic acid,Standard inhibitor,,,,,,
PMID32762529,reaction_1,BT1,,,,,,,
PMID32762529,reaction_1,BT2,Non-competitive,,,,,,
PMID32762529,reaction_1,BT3,,,,,,,
PMID32762529,reaction_1,BT4,,,,,,,
PMID32762529,reaction_1,BT5,,,,,,,
PMID32762529,reaction_1,BT6,,,,,,,
PMID32762529,reaction_1,BT7,,,,,,,
PMID32762529,reaction_1,BT8,,,,,,,
PMID32762529,reaction_1,BT9,,,,,,,
PMID32764148,reaction_1,Apilimod,Not specified,,,,,,
PMID32764148,reaction_1,Vacuolin-1,Not specified,,,,,,
PMID32764148,reaction_1,YM201636,Not specified,,,,,,
PMID32764148,reaction_1,WX8,Not specified,,,,,,
PMID32768460,reaction_1,DMIP 1,Competitive,,,,,,
PMID32768460,reaction_1,DMIP 7,Competitive,,,,,,
PMID32768460,reaction_1,DMIP 8,Competitive,,,,,,
PMID32768460,reaction_2,DMIP 1,Competitive,,,,,,
PMID32768460,reaction_2,DMIP 7,Competitive,,,,,,
PMID32768460,reaction_2,DMIP 8,Competitive,,,,,,
PMID32775880,reaction_1,2-methyl-aspartic acid,Competitive,,,,,,
PMID32786824,reaction_1,Mn2+,Moderate inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_1,Al3+,Moderate inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_1,Ni2+,Moderate inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_1,Co2+,Moderate inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_1,EDTA,Moderate inhibition at 5.0 mM,,,,,,
PMID32786824,reaction_1,Ag+,Severe inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_1,Hg2+,Severe inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_1,Zn2+,Severe inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_1,Cd2+,Severe inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_2,Mn2+,Moderate inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_2,Al3+,Moderate inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_2,Ni2+,Moderate inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_2,Co2+,Moderate inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_2,EDTA,Moderate inhibition at 5.0 mM,,,,,,
PMID32786824,reaction_2,Ag+,Severe inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_2,Hg2+,Severe inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_2,Zn2+,Severe inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_2,Cd2+,Severe inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_3,Mn2+,Moderate inhibition at 1.0 mM,,,,,,
