literature_id,reaction_id,factor_name
PMID32661062,reaction_14,2-oxoglutarate
PMID32661062,reaction_14,ascorbate
PMID32661062,reaction_14,FeSO4
PMID32661062,reaction_14,catalase
PMID32661062,reaction_15,2-oxoglutarate
PMID32661062,reaction_15,ascorbate
PMID32661062,reaction_15,FeSO4
PMID32661062,reaction_15,catalase
PMID32661062,reaction_16,2-oxoglutarate
PMID32661062,reaction_16,ascorbate
PMID32661062,reaction_16,FeSO4
PMID32661062,reaction_16,catalase
PMID32661062,reaction_17,2-oxoglutarate
PMID32661062,reaction_17,ascorbate
PMID32661062,reaction_17,FeSO4
PMID32661062,reaction_17,catalase
PMID32661581,reaction_1,Cu2+
PMID32661581,reaction_1,Zn2+
PMID32661581,reaction_2,Cu2+
PMID32661581,reaction_2,Zn2+
PMID32663477,reaction_3,CODH/ACS from A. woodii
PMID32663477,reaction_3,Ferredoxin from C. pasteurianum
PMID32668380,reaction_1,ATP
PMID32668380,reaction_1,CaCl2
PMID32668380,reaction_2,Ca2+-ionophore A23187
PMID32668380,reaction_2,CaCl2
PMID32668380,reaction_3,Ca2+-ionophore A23187
PMID32668380,reaction_3,CaCl2
PMID32671046,reaction_1,Mg2+
PMID32671046,reaction_2,Mg2+
PMID32671046,reaction_3,Mg2+
PMID32671046,reaction_4,Mg2+
PMID32681807,reaction_1,Membrane Scaffold Protein (for Nanodiscs)
PMID32681807,reaction_2,Membrane Scaffold Protein (for Nanodiscs)
PMID32682073,reaction_1,TcTR
PMID32682073,reaction_1,T(SH)2
PMID32682073,reaction_1,NADPH
PMID32682073,reaction_2,TcTR
PMID32682073,reaction_2,T(SH)2
PMID32682073,reaction_2,NADPH
PMID32682073,reaction_3,TcTR
PMID32682073,reaction_3,T(SH)2
PMID32682073,reaction_3,NADPH
PMID32682073,reaction_4,TcTR
PMID32682073,reaction_4,T(SH)2
PMID32682073,reaction_4,NADPH
PMID32682073,reaction_5,BbTRXR
PMID32682073,reaction_5,NADPH
PMID32682073,reaction_6,BbTRXR
PMID32682073,reaction_6,NADPH
PMID32683863,reaction_1,MMOB (regulatory protein)
PMID32683863,reaction_1,Diiron cluster
PMID32685828,reaction_1,tRNALys3
PMID32687799,reaction_1,FAD
PMID32687799,reaction_2,FAD
PMID32687799,reaction_3,FAD
PMID32687799,reaction_3,benzoylalanine
PMID32687799,reaction_4,FAD
PMID32687799,reaction_4,meta-nitrobenzoylalanine
PMID32703443,reaction_1,Mn2+
PMID32703443,reaction_2,Mn2+
PMID32703443,reaction_3,Mn2+
PMID32703443,reaction_4,Mn2+
PMID32710850,reaction_1,"Enzyme I (EI, P08839)"
PMID32710850,reaction_1,HPr (P0AA04)
PMID32710850,reaction_1,IIABMan (P69797)
PMID32710850,reaction_2,"Enzyme I (EI, P08839)"
PMID32710850,reaction_2,HPr (P0AA04)
PMID32710850,reaction_2,IIABMan (P69797)
PMID32714915,reaction_1_free_enzyme,MgCl2
PMID32714915,reaction_1_free_enzyme,MnCl2
PMID32714915,reaction_1_free_enzyme,CoCl2
PMID32714915,reaction_1_free_enzyme,ZnCl2
PMID32714915,reaction_2_immobilized_enzyme,MgCl2
PMID32716961,reaction_9,Proteasome
PMID32716961,reaction_9,ATP
PMID32716961,reaction_9,Ubiquitin
PMID32717856,reaction_1,Mg2+
PMID32717856,reaction_2,Mg2+
PMID32717856,reaction_3,Mg2+
PMID32717856,reaction_4,Mg2+
PMID32717856,reaction_5,Mg2+
PMID32717856,reaction_6,Mg2+
PMID32719456,reaction_1,phosphatidylglycerol (PG)
PMID32719456,reaction_2,phosphatidylglycerol (PG)
PMID32719456,reaction_3,phosphatidylglycerol (PG)
PMID32719456,reaction_4,phosphatidylglycerol (PG)
PMID32723819,reaction_1,Ascorbic acid
PMID32723819,reaction_1,Copper
PMID32723819,reaction_2,Ascorbic acid
PMID32723819,reaction_2,Copper
PMID32729393,reaction_1,phenazine methosulfate (PMS)
PMID32729393,reaction_1,"2,6-dichlorophenolindophenol (DCIP)"
PMID32729393,reaction_10,P450nov (L188P/F218L)
PMID32729393,reaction_10,FDXnov
PMID32729393,reaction_10,FDRnov
PMID32730563,reaction_1,FAD
PMID32730563,reaction_2,FAD
PMID32730563,reaction_3,FAD
PMID32731629,reaction_1a,Mg2+
PMID32731629,reaction_1b,Mg2+
PMID32732027,reaction_1,Mg2+
PMID32732027,reaction_2,Mg2+
PMID32732027,reaction_3,Mg2+
PMID32732027,reaction_4,Mg2+
PMID32732027,reaction_5,Mg2+
PMID32732027,reaction_6,Mg2+
PMID32732027,reaction_7,Mg2+
PMID32732027,reaction_8,Mg2+
PMID32732027,reaction_9,Mg2+
PMID32732027,reaction_10,Mg2+
PMID32732027,reaction_11,Mg2+
PMID32732027,reaction_12,Mg2+
PMID32732027,reaction_13,Mg2+
PMID32732027,reaction_14,Mg2+
PMID32732027,reaction_15,Mg2+
PMID32732027,reaction_16,Mg2+
PMID32732027,reaction_17,Mg2+
PMID32732027,reaction_18,Mg2+
PMID32732027,reaction_19,Mg2+
PMID32732027,reaction_20,Mg2+
PMID32732043,reaction_1,Fe2+ (activator)
PMID32732435,reaction_1,nonheme Fe(II)
PMID32736636,reaction_3,poly-d-galacturonase
PMID32736636,reaction_4,pectinases
PMID32736636,reaction_5,pectinases
PMID32745463,reaction_1,Mg2+
PMID32745463,reaction_2,Mg2+
PMID32745463,reaction_3,Mg2+
PMID32745463,reaction_4,Mg2+
PMID32745735,reaction_1,MgCl2
PMID32748014,reaction_1,MgCl2
PMID32748014,reaction_1,pyruvate kinase
PMID32748014,reaction_1,lactate dehydrogenase
PMID32750321,reaction_1,FAD
PMID32750321,reaction_2,FAD
PMID32750321,reaction_3,FAD
PMID32750477,reaction_1,FAD
PMID32761262,reaction_1,MgCl2
PMID32761262,reaction_1,CoCl2
PMID32761262,reaction_2,MgCl2
PMID32761262,reaction_3,MgCl2
PMID32761262,reaction_3,CoCl2
PMID32761262,reaction_4,MgCl2
PMID32761262,reaction_6,MgCl2
PMID32761262,reaction_7,MgCl2
PMID32761540,reaction_1,NADPH-cytochrome P450 reductase (from Arabidopsis)
PMID32761540,reaction_2,NADPH-cytochrome P450 reductase (from Arabidopsis)
PMID32762529,reaction_1,Copper
PMID32763398,reaction_1,Ascorbic acid
PMID32763398,reaction_2,Ascorbic acid
PMID32763398,reaction_3,Ascorbic acid
PMID32763398,reaction_3,Chitinase B (SmChiB) from Serratia marcescens
PMID32763398,reaction_4,Ascorbic acid
PMID32763398,reaction_4,Cellulase cocktail (from Trichoderma reesei ATCC26921)
PMID32763398,reaction_4,Cellobiase (from Novozymes)
PMID32763398,reaction_5,Ascorbic acid
PMID32763398,reaction_5,Cellulase cocktail (from Trichoderma reesei ATCC26921)
PMID32763398,reaction_5,Cellobiase (from Novozymes)
PMID32764148,reaction_1,Sac3
PMID32764148,reaction_1,ArPIKfyve
PMID32768525,reaction_1,NAD+
PMID32775880,reaction_1,Pyridoxal 5'-phosphate (PLP)
PMID32777304,reaction_1,FMN
PMID32777304,reaction_1,"Fe/S clusters (N1a, N1b, N2, N3, N4, N7, 4FeCys4G, 4FeHisCys3G, 4FeCys4I)"
PMID32777304,reaction_2,FMN
PMID32777304,reaction_3,Fe/S clusters
PMID32786824,reaction_1,GSH
PMID32786824,reaction_1,Fe(II)
PMID32786824,reaction_1,glycerol
PMID32786824,reaction_2,GSH
PMID32786824,reaction_2,Fe(II)
PMID32786824,reaction_2,glycerol
PMID32786824,reaction_3,GSH
PMID32786824,reaction_3,Fe(II)
PMID32786824,reaction_3,glycerol
PMID32786824,reaction_4,GSH
PMID32786824,reaction_4,Fe(II)
PMID32786824,reaction_4,glycerol
PMID32786835,reaction_1,FAD (intrinsic)
PMID32786835,reaction_1,Phenazine methosulfate (PMS)
PMID32786835,reaction_1,"2,6-Dichlorophenloindophenol (DCPIP)"
PMID32786835,reaction_5,FAD (intrinsic)
PMID32786835,reaction_5,Phenazine methosulfate (PMS)
PMID32786835,reaction_5,"2,6-Dichlorophenloindophenol (DCPIP)"
PMID32787249,reaction_1,FAD
PMID32787249,reaction_2,FAD
PMID32787249,reaction_3,FAD
PMID32787249,reaction_4,FAD
PMID32787249,reaction_5,FAD
PMID32787249,reaction_6,FAD
PMID32787249,reaction_7,FAD
PMID32789939,reaction_16,MVTA
PMID32789939,reaction_16,PLP
PMID32789939,reaction_17,MVTA
PMID32789939,reaction_17,PLP
PMID32789939,reaction_18,MVTA
PMID32789939,reaction_18,PLP
PMID32789939,reaction_19,MVTA
PMID32789939,reaction_19,PLP
PMID32789939,reaction_20,MVTA
PMID32789939,reaction_20,PLP
PMID32789939,reaction_21,MVTA
PMID32789939,reaction_21,PLP
PMID32792488,reaction_1,ABHD11
PMID32792488,reaction_1,Lipoic acid
PMID32797038,reaction_1,MgCl2
PMID32797038,reaction_2,MgCl2
PMID32803057,reaction_1,Glucose
PMID32803057,reaction_2,Glucose
PMID32803057,reaction_2,n-hexadecane
PMID32805427,reaction_1,MgCl2
PMID32808246,reaction_1,NADH
PMID32808246,reaction_1,FAD
PMID32808246,reaction_1,Glucose (for regeneration)
PMID32808246,reaction_2,NADH
PMID32808246,reaction_2,FAD
PMID32808246,reaction_2,Glucose (for regeneration)
PMID32808246,reaction_3,NADH
PMID32808246,reaction_3,FAD
PMID32808246,reaction_3,Glucose (for regeneration)
PMID32808246,reaction_4,NADH
PMID32808246,reaction_4,FAD
PMID32808246,reaction_4,Glucose (for regeneration)
PMID32808246,reaction_5,NADH
PMID32808246,reaction_5,FAD
PMID32808246,reaction_5,Glucose (for regeneration)
PMID32808246,reaction_6,NADH
PMID32808246,reaction_6,FAD
PMID32808246,reaction_6,Glucose (for regeneration)
PMID32808246,reaction_7,NADH
PMID32808246,reaction_7,FAD
PMID32808246,reaction_7,Glucose (for regeneration)
PMID32808246,reaction_8,NADH
PMID32808246,reaction_8,FAD
PMID32808246,reaction_8,Glucose (for regeneration)
PMID32808246,reaction_9,NADH
PMID32808246,reaction_9,FAD
PMID32808246,reaction_9,Glucose (for regeneration)
PMID32808246,reaction_10,NADH
PMID32808246,reaction_10,FAD
PMID32808246,reaction_10,Glucose (for regeneration)
PMID32808246,reaction_11,NADH
PMID32808246,reaction_11,FAD
PMID32808246,reaction_11,Glucose (for regeneration)
PMID32808246,reaction_12,NADH
PMID32808246,reaction_12,FAD
PMID32808246,reaction_12,Glucose (for regeneration)
PMID32808246,reaction_13,NADH
PMID32808246,reaction_13,FAD
PMID32808246,reaction_13,Glucose (for regeneration)
PMID32808246,reaction_14,NADH
PMID32808246,reaction_14,FAD
PMID32808246,reaction_14,Glucose (for regeneration)
PMID32808246,reaction_15,NADH
PMID32808246,reaction_15,FAD
PMID32808246,reaction_15,Glucose (for regeneration)
PMID32819558,reaction_1,LY83583 (superoxide inducer)
PMID32821414,reaction_1,Ca2+
PMID32822119,reaction_1,"Glucose dehydrogenase (from Exiguobacterium sibiricum, GenBank: ACB59697.1)"
PMID32822119,reaction_1,Glucose (co-substrate for NADPH regeneration)
PMID32823946,reaction_1,DesR (response regulator)
PMID32828830,reaction_1,NADH
PMID32828830,reaction_2,NADH
PMID32829175,reaction_1,4-aminobenzoic acid (linker)
PMID32829175,reaction_1,N-cyclohexyl-N’-(2-morpholinoethyl) carbodiimide methyl-p-toluenesulfonate (activator)
PMID32829175,reaction_7,poly(ethylene glycol)diglycidyl ether (crosslinker)
PMID32829175,reaction_7,"[Os(2,2′-bipyridine)2(polyvinylimidazole)10Cl]+/2+ (redox polymer)"
PMID32830039,reaction_1,"Lanthanides (La3+, Ce3+, Pr3+, Nd3+)"
PMID32844401,reaction_1,Gas diffusion electrode (for in situ H2O2 generation)
PMID32846049,reaction_1,SmNOX
PMID32846049,reaction_2,SmNOX
PMID32851826,reaction_1,CuA center (intrinsic)
PMID32851826,reaction_1,CuZ center (intrinsic)
PMID32851826,reaction_1,reduced methyl viologen (in vitro donor)
PMID32851826,reaction_1,mitochondrial cytochrome c (non-physiological donor)
PMID32851826,reaction_1,c-type cytochromes (physiological donor)
PMID32851826,reaction_1,type 1 copper proteins (physiological donor)
PMID32851826,reaction_2,CuA center (intrinsic)
PMID32851826,reaction_2,CuZ center (intrinsic)
PMID32851826,reaction_3,CuA center (intrinsic)
PMID32851826,reaction_3,CuZ center (intrinsic)
PMID32851826,reaction_3,"c-type heme (intrinsic, additional domain)"
PMID32869209,reaction_1,Cytochrome P450 Reductase (CPR)
PMID32869209,reaction_1,NADPH regeneration system
PMID32869209,reaction_2,Cytochrome P450 Reductase (CPR)
PMID32869209,reaction_2,NADPH regeneration system
PMID32869209,reaction_3,Cytochrome P450 Reductase (CPR)
PMID32869209,reaction_3,NADPH regeneration system
PMID32869209,reaction_4,Cytochrome P450 Reductase (CPR)
PMID32869209,reaction_4,NADPH regeneration system
PMID32869209,reaction_5,Cytochrome P450 Reductase (CPR)
PMID32869209,reaction_5,NADPH regeneration system
PMID32869209,reaction_6,Cytochrome P450 Reductase (CPR)
PMID32869209,reaction_6,NADPH regeneration system
PMID32869209,reaction_7,Cytochrome P450 Reductase (CPR)
PMID32869209,reaction_7,NADPH regeneration system
PMID32869209,reaction_8,Cytochrome P450 Reductase (CPR)
PMID32869209,reaction_8,NADPH regeneration system
PMID32869889,reaction_1,Copper
PMID32869889,reaction_8,Copper
PMID32869889,reaction_15,Copper
PMID32885332,reaction_1,Mg2+
PMID32885332,reaction_1,Zn2+
PMID32885332,reaction_1,Co2+
PMID32885332,reaction_1,Mn2+
PMID32885332,reaction_2,Mg2+
PMID32885332,reaction_2,Mn2+
PMID32885332,reaction_2,Co2+
PMID32885332,reaction_3_1,polyphosphate kinase (from Corynebacterium glutamicum)
PMID32885332,reaction_3_1,"ATP (2 mM, catalytic)"
PMID32885332,reaction_3_1,MgSO4 (100 mM)
PMID32885332,reaction_3_2,polyphosphate kinase (from Corynebacterium glutamicum)
PMID32885332,reaction_3_2,"ATP (2 mM, catalytic)"
PMID32885332,reaction_3_2,MgSO4 (100 mM)
PMID32885332,reaction_3_3,polyphosphate kinase (from Corynebacterium glutamicum)
PMID32885332,reaction_3_3,"ATP (2 mM, catalytic)"
PMID32885332,reaction_3_3,MgSO4 (100 mM)
PMID32885332,reaction_3_4,polyphosphate kinase (from Corynebacterium glutamicum)
PMID32885332,reaction_3_4,"ATP (2 mM, catalytic)"
PMID32885332,reaction_3_4,MgSO4 (100 mM)
PMID32885332,reaction_3_5,polyphosphate kinase (from Corynebacterium glutamicum)
PMID32885332,reaction_3_5,"ATP (2 mM, catalytic)"
PMID32885332,reaction_3_5,MgSO4 (100 mM)
PMID32885332,reaction_3_6,polyphosphate kinase (from Corynebacterium glutamicum)
PMID32885332,reaction_3_6,"ATP (2 mM, catalytic)"
PMID32885332,reaction_3_6,MgSO4 (100 mM)
PMID32885332,reaction_3_7,polyphosphate kinase (from Corynebacterium glutamicum)
PMID32885332,reaction_3_7,"ATP (2 mM, catalytic)"
PMID32885332,reaction_3_7,MgSO4 (100 mM)
PMID32885332,reaction_3_8,polyphosphate kinase (from Corynebacterium glutamicum)
PMID32885332,reaction_3_8,"ATP (2 mM, catalytic)"
PMID32885332,reaction_3_8,MgSO4 (100 mM)
PMID32885332,reaction_3_9,polyphosphate kinase (from Corynebacterium glutamicum)
PMID32885332,reaction_3_9,"ATP (2 mM, catalytic)"
PMID32885332,reaction_3_9,MgSO4 (100 mM)
PMID32885332,reaction_3_10,polyphosphate kinase (from Corynebacterium glutamicum)
PMID32885332,reaction_3_10,"ATP (2 mM, catalytic)"
PMID32885332,reaction_3_10,MgSO4 (100 mM)
PMID32885332,reaction_3_11,polyphosphate kinase (from Corynebacterium glutamicum)
PMID32885332,reaction_3_11,"ATP (2 mM, catalytic)"
PMID32885332,reaction_3_11,MgSO4 (100 mM)
PMID32885332,reaction_3_12,polyphosphate kinase (from Corynebacterium glutamicum)
PMID32885332,reaction_3_12,"ATP (2 mM, catalytic)"
PMID32885332,reaction_3_12,MgSO4 (100 mM)
PMID32885332,reaction_3_13,polyphosphate kinase (from Corynebacterium glutamicum)
PMID32885332,reaction_3_13,"ATP (2 mM, catalytic)"
PMID32885332,reaction_3_13,MgSO4 (100 mM)
PMID32885332,reaction_3_14,polyphosphate kinase (from Corynebacterium glutamicum)
PMID32885332,reaction_3_14,"ATP (2 mM, catalytic)"
PMID32885332,reaction_3_14,MgSO4 (100 mM)
PMID32886480,reaction_1,RSV N (Δ12N)
PMID32886480,reaction_1,RSV M2-1
PMID32886480,reaction_2,ATP sulfurylase
PMID32886480,reaction_2,Luciferase
PMID32894626,reaction_1,FAD
PMID32900959,reaction_1,Heme (intrinsic cofactor)
PMID32900959,reaction_1,NADPH (inferred electron donor)
PMID32900992,reaction_1,Lipid droplets (as a platform for activation during prolonged starvation)
PMID32905773,reaction_1,Malate-aspartate shuttle
PMID32911631,reaction_1,Ycf54
PMID32911631,reaction_1,Ferredoxin (from Spinacia oleracea)
PMID32911631,reaction_1,Ferredoxin-NADPH oxidoreductase (from Spinacia oleracea)
PMID32911631,reaction_1,Glucose-6-phosphate dehydrogenase
PMID32911631,reaction_1,Catalase
PMID32912682,reaction_1,OdhI
PMID32912682,reaction_1,Vitreoscilla hemoglobin (VHb)
PMID32913059,reaction_1,bovine heart cytochrome c
PMID32913059,reaction_1,phenazine methosulfate (PMS)
PMID32913059,reaction_2,Lanthanide
PMID32913059,reaction_2,phenazine ethosulfate (PES)
PMID32913414,reaction_2,HcbA3C-His
PMID32913414,reaction_2,FMN
PMID32913414,reaction_2,glucose
PMID32913414,reaction_2,glucose dehydrogenase
PMID32913414,reaction_2,catalase
PMID32915249,reaction_1,Glutathione (GSH)
PMID32919113,reaction_1,MgCl2
PMID32921059,reaction_1,FAD (non-covalently bound intrinsic cofactor)
PMID32921059,reaction_1,"Horseradish peroxidase (HRP, for coupled assay)"
PMID32921059,reaction_1,"2,2'-azino-bis(3-ethylbenzthiazoline-6-sulphonic acid) (ABTS, for coupled assay)"
PMID32928264,reaction_1,"The assay system involves further phosphorylation of BrdU-monophosphate and its incorporation into a DNA strand, implying the presence of other enzymes like thymidylate kinase and DNA polymerase in the reaction mixture for detection purposes."
PMID32930481,reaction_2,dithiothreitol
PMID32933017,reaction_4,CDC50A
PMID32935896,reaction_1,F420
PMID32935896,reaction_1,FOP
PMID32935896,reaction_1,F420-dependent glucose-6-phosphate dehydrogenase (FGD)
PMID32935896,reaction_1,glucose-6-phosphate
PMID32935896,reaction_1,isopropanol
PMID32935896,reaction_2,F420
PMID32935896,reaction_2,FOP
PMID32935896,reaction_2,F420-dependent glucose-6-phosphate dehydrogenase (FGD)
PMID32935896,reaction_2,glucose-6-phosphate
PMID32935896,reaction_2,isopropanol
PMID32935896,reaction_3,F420
PMID32935896,reaction_3,FOP
PMID32935896,reaction_3,F420-dependent glucose-6-phosphate dehydrogenase (FGD)
PMID32935896,reaction_3,glucose-6-phosphate
PMID32935896,reaction_3,isopropanol
PMID32935896,reaction_4,F420
PMID32935896,reaction_4,FOP
PMID32935896,reaction_4,F420-dependent glucose-6-phosphate dehydrogenase (FGD)
PMID32935896,reaction_4,glucose-6-phosphate
PMID32935896,reaction_4,isopropanol
PMID32935896,reaction_5,F420
PMID32935896,reaction_5,FOP
PMID32935896,reaction_5,F420-dependent glucose-6-phosphate dehydrogenase (FGD)
PMID32935896,reaction_5,glucose-6-phosphate
PMID32935896,reaction_5,isopropanol
PMID32935896,reaction_6,F420
PMID32935896,reaction_6,FOP
PMID32935896,reaction_6,F420-dependent glucose-6-phosphate dehydrogenase (FGD)
PMID32935896,reaction_6,glucose-6-phosphate
PMID32935896,reaction_6,isopropanol
PMID32936453,reaction_1,cytochrome P450 reductase (CPR)
PMID32937119,reaction_1,Mg2+
PMID32937119,reaction_2,Mn2+
PMID32938938,reaction_1,Thiamine pyrophosphate (TPP)
PMID32938938,reaction_1,Mg2+
PMID32943628,reaction_1,nsp7L8
PMID32943628,reaction_1,nsp8
PMID32943628,reaction_2,nsp7L8
PMID32943628,reaction_2,nsp8
PMID32943628,reaction_3,nsp7L8
PMID32943628,reaction_3,nsp8
PMID32943628,reaction_4,nsp7L8
PMID32943628,reaction_4,nsp8
PMID32943628,reaction_5,nsp7L8
PMID32943628,reaction_5,nsp8
PMID32943628,reaction_6,nsp7L8
PMID32943628,reaction_6,nsp8
PMID32943628,reaction_7,nsp7L8
PMID32943628,reaction_7,nsp8
PMID32943628,reaction_8,nsp7L8
PMID32943628,reaction_8,nsp8
PMID32946884,reaction_1,glucose for cofactor regeneration
PMID32951821,reaction_1,FAD (intrinsic)
PMID32951821,reaction_1,NaBH4
PMID32951821,reaction_2,FAD (intrinsic)
PMID32951821,reaction_2,NaBH4
PMID32951821,reaction_3,FAD (intrinsic)
PMID32951821,reaction_3,Nitrilase AY487533
PMID32951821,reaction_4,FAD (intrinsic)
PMID32951821,reaction_4,Nitrilase AY487533
PMID32951821,reaction_5,FAD (intrinsic)
PMID32951821,reaction_5,Nitrilase AY487533
PMID32961948,reaction_1,"glucose dehydrogenase (from Bacillus megaterium, EC 1.1.1.47)"
PMID32961948,reaction_1,NADP+
PMID32961948,reaction_2,"glucose dehydrogenase (from Bacillus megaterium, EC 1.1.1.47)"
PMID32961948,reaction_2,NADP+
PMID32961948,reaction_3,"glucose dehydrogenase (from Bacillus megaterium, EC 1.1.1.47)"
PMID32961948,reaction_3,NADP+
PMID32962020,reaction_1,non-heme iron
PMID32962020,reaction_2,non-heme iron
PMID32962020,reaction_3,non-heme iron
PMID32966327,reaction_1,Mg2+
PMID32966327,reaction_2,Mg2+
PMID32967812,reaction_1,NADH
PMID32967812,reaction_2,NADH
PMID32967812,reaction_3,NADH
PMID32967812,reaction_4,NADH
PMID32967812,reaction_5,NADPH
PMID32967812,reaction_6,NADPH
PMID32971035,reaction_1,Heme
PMID32971035,reaction_2,Heme
PMID32971035,reaction_3,Heme
PMID32971171,reaction_1,Copper
PMID32971171,reaction_1,Zinc
PMID32972135,reaction_1,2-oxoglutarate
PMID32972135,reaction_1,L-ascorbic acid
PMID32972135,reaction_1,Fe(II)
PMID32972135,reaction_2,2-oxoglutarate
PMID32972135,reaction_2,L-ascorbic acid
PMID32972135,reaction_2,Fe(II)
PMID32972135,reaction_3,2-oxoglutarate
PMID32972135,reaction_3,L-ascorbic acid
PMID32972135,reaction_3,Fe(II)
PMID32972135,reaction_4,2-oxoglutarate
PMID32972135,reaction_4,L-ascorbic acid
PMID32972135,reaction_4,Fe(II)
PMID32974079,reaction_1,dhaf4611 (corrinoid carrier protein)
PMID32974079,reaction_1,Cobalamin
PMID32974079,reaction_1,Zn2+
PMID32974079,reaction_2,dhaf4611 (corrinoid carrier protein)
PMID32974079,reaction_2,Cobalamin
PMID32974079,reaction_2,Zn2+
PMID32974079,reaction_3,dhaf4611 (corrinoid carrier protein)
PMID32974079,reaction_3,Cobalamin
PMID32974079,reaction_3,Zn2+
PMID32974079,reaction_4,dhaf4611 (corrinoid carrier protein)
PMID32974079,reaction_4,Cobalamin
PMID32974079,reaction_4,Zn2+
PMID32974079,reaction_5,dhaf4611 (corrinoid carrier protein)
PMID32974079,reaction_5,Cobalamin
PMID32974079,reaction_5,Zn2+
PMID32974079,reaction_6,dhaf4611 (corrinoid carrier protein)
PMID32974079,reaction_6,Cobalamin
PMID32974079,reaction_6,Zn2+
PMID32974079,reaction_7,dhaf4611 (corrinoid carrier protein)
PMID32974079,reaction_7,Cobalamin
PMID32974079,reaction_7,Zn2+
PMID32974079,reaction_8,dhaf4611 (corrinoid carrier protein)
PMID32974079,reaction_8,Cobalamin
PMID32974079,reaction_8,Zn2+
PMID32974079,reaction_9,dhaf4611 (corrinoid carrier protein)
PMID32974079,reaction_9,Cobalamin
PMID32974079,reaction_9,Zn2+
PMID32974079,reaction_10,dhaf4611 (corrinoid carrier protein)
PMID32974079,reaction_10,Cobalamin
PMID32974079,reaction_10,Zn2+
PMID32974079,reaction_11,dhaf4611 (corrinoid carrier protein)
PMID32974079,reaction_11,Cobalamin
PMID32974079,reaction_11,Zn2+
PMID32974079,reaction_12,dhaf4611 (corrinoid carrier protein)
PMID32974079,reaction_12,Cobalamin
PMID32974079,reaction_12,Zn2+
PMID32974743,reaction_1,FAD
PMID32974743,reaction_1,Magnesium
PMID32974743,reaction_1,Zinc
PMID32978278,reaction_1,Mg2+
PMID32978278,reaction_2,Mg2+
PMID32980349,reaction_1,Bovine Adrenodoxin (Adx)
PMID32980349,reaction_1,Bovine Adrenodoxin Reductase (AdR)
PMID32980349,reaction_1,L-α-dilauroyl-sn-glycero-3-phosphocholine
PMID32980349,reaction_2,Human Adrenodoxin (Adx)
PMID32980349,reaction_2,Bovine Adrenodoxin Reductase (AdR)
PMID32980349,reaction_2,L-α-dilauroyl-sn-glycero-3-phosphocholine
PMID32980349,reaction_3,Bovine Adrenodoxin (Adx)
PMID32980349,reaction_3,Bovine Adrenodoxin Reductase (AdR)
PMID32980349,reaction_4,Human Adrenodoxin (Adx)
PMID32980349,reaction_4,Bovine Adrenodoxin Reductase (AdR)
PMID32980349,reaction_5,Bovine Adrenodoxin (Adx)
PMID32980349,reaction_5,Bovine Adrenodoxin Reductase (AdR)
PMID32980349,reaction_5,L-α-dilauroyl-sn-glycero-3-phosphocholine
PMID32980349,reaction_6,Human Adrenodoxin (Adx)
PMID32980349,reaction_6,Bovine Adrenodoxin Reductase (AdR)
PMID32980349,reaction_6,L-α-dilauroyl-sn-glycero-3-phosphocholine
PMID32980349,reaction_7,Bovine Adrenodoxin (Adx)
PMID32980349,reaction_8,Human Adrenodoxin (Adx)
PMID32980741,reaction_1,Mg2+
PMID32980741,reaction_1,Zn2+
PMID32993959,reaction_1,FAD
PMID32993959,reaction_2,FAD
PMID32993959,reaction_3,FAD
PMID33002308,reaction_2,ATP-biotin
PMID33002308,reaction_2,endogenous kinases
PMID33008411,reaction_1,NAD+
PMID33011272,reaction_1,MgCl2
PMID33011272,reaction_2,"PKC lipid activator solution (0.5 mg/mL phosphatidylserine, 100 μg/mL diacylglycerol, 0.15% Triton X-100, 1 mM DTT and 2 mM CaCl2)"
PMID33011272,reaction_3,MgCl2
PMID33015914,reaction_1,[4Fe-4S] cluster
PMID33015914,reaction_2,[4Fe-4S] cluster
PMID33015914,reaction_3,[4Fe-4S] cluster
PMID33020607,reaction_1,P700 chlorophyll pair
PMID33020607,reaction_1,chlorophyll A0
PMID33020607,reaction_1,chlorophyll A1
PMID33020607,reaction_1,phylloquinones
PMID33020607,reaction_1,[4Fe-4S] cluster FX
PMID33020607,reaction_1,[4Fe-4S] cluster FA
PMID33020607,reaction_1,[4Fe-4S] cluster FB
PMID33020946,reaction_1,Zn2+
PMID33020946,reaction_2,Zn2+
PMID33020946,reaction_3,Zn2+
PMID33020946,reaction_4,Zn2+
PMID33020946,reaction_5,Zn2+
PMID33020946,reaction_6,Zn2+
PMID33020946,reaction_7,Zn2+
PMID33031537,reaction_1,E. coli flavodoxin
PMID33031537,reaction_1,E. coli flavodoxin reductase
PMID33031537,reaction_1,isocitrate dehydrogenase
PMID33031537,reaction_1,sodium isocitrate
PMID33031537,reaction_2,E. coli flavodoxin
PMID33031537,reaction_2,E. coli flavodoxin reductase
PMID33031537,reaction_2,isocitrate dehydrogenase
PMID33031537,reaction_2,sodium isocitrate
PMID33031537,reaction_3,E. coli flavodoxin
PMID33031537,reaction_3,E. coli flavodoxin reductase
PMID33031537,reaction_3,isocitrate dehydrogenase
PMID33031537,reaction_3,sodium isocitrate
PMID33038544,reaction_1_GRK2_inhibition,Gβγ
PMID33045667,reaction_1,Pd-nanoparticles
PMID33045667,reaction_1,Nafion
PMID33045667,reaction_1,Prussian Blue
PMID33045667,reaction_1,Meldola Blue
PMID33045667,reaction_1,Bovine serum albumin
